it,alpha_cvar,alpha_pow,ent_cvar,ent_pow,pstd_a_steer,pstd_a_thr,qspread_a,pstd_b_steer,pstd_b_thr,qspread_b,v_cap,k_slip,mu_min,mu_max,r_a,r_b,term,off_a,off_b,crash_a,crash_b,flip_a,flip_b,spun_a,spun_b,obs_a,obs_b
2200,0.5116,0.5268,-7.4049,-7.3195,0.0159,0.0000,0.1752,0.0220,0.0000,0.1075,6.03,0.101,0.850,1.100,0.0085,0.0022,0.0044,0.00049,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00122
2400,0.5116,0.5268,-7.4049,-7.3195,0.0232,0.0000,0.1391,0.0205,0.0000,0.1353,6.03,0.101,0.850,1.100,0.0039,0.0093,0.0042,0.00098,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00073
2600,0.5096,0.5275,-7.4983,-7.5331,0.0183,0.0000,0.1647,0.0168,0.0000,0.1444,6.03,0.101,0.850,1.100,0.0054,0.0082,0.0044,0.00073,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00073
2800,0.5096,0.5275,-7.4983,-7.5331,0.0135,0.0006,0.2071,0.0183,0.0000,0.1575,6.04,0.101,0.850,1.100,0.0089,0.0066,0.0039,0.00073,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00122
3000,0.5096,0.5275,-7.4983,-7.5331,0.0192,0.0000,0.1966,0.0156,0.0000,0.1944,6.04,0.101,0.850,1.100,0.0081,0.0124,0.0034,0.00049,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00098
3200,0.5092,0.5294,-7.5499,-7.6614,0.0159,0.0000,0.2041,0.0120,0.0000,0.2153,6.04,0.101,0.850,1.100,0.0108,0.0113,0.0027,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00073
3400,0.5092,0.5294,-7.5499,-7.6614,0.0173,0.0000,0.2059,0.0135,0.0000,0.2009,6.05,0.101,0.850,1.100,0.0102,0.0054,0.0039,0.00073,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00220
3600,0.5100,0.5322,-7.5719,-7.6503,0.0154,0.0000,0.1984,0.0127,0.0000,0.2144,6.05,0.101,0.850,1.100,0.0121,0.0119,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3800,0.5100,0.5322,-7.5719,-7.6503,0.0141,0.0000,0.2364,0.0138,0.0000,0.2604,6.05,0.101,0.850,1.100,0.0071,0.0168,0.0024,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00073
4000,0.5100,0.5322,-7.5719,-7.6503,0.0122,0.0000,0.2134,0.0129,0.0000,0.3100,6.05,0.101,0.850,1.100,0.0058,0.0180,0.0027,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00049
4200,0.5118,0.5359,-7.6372,-7.7068,0.0145,0.0000,0.2325,0.0132,0.0000,0.2561,6.06,0.101,0.850,1.100,0.0098,0.0114,0.0032,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00098
4400,0.5118,0.5359,-7.6372,-7.7068,0.0131,0.0000,0.2623,0.0120,0.0001,0.2929,6.06,0.101,0.850,1.100,0.0065,0.0135,0.0032,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00122
4600,0.5147,0.5379,-7.5783,-7.7462,0.0163,0.0000,0.2948,0.0126,0.0000,0.3171,6.06,0.101,0.850,1.100,0.0087,0.0132,0.0032,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00146
4800,0.5147,0.5379,-7.5783,-7.7462,0.0152,0.0000,0.2696,0.0167,0.0000,0.3143,6.06,0.101,0.850,1.100,0.0086,0.0134,0.0029,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00049
5000,0.5147,0.5379,-7.5783,-7.7462,0.0171,0.0000,0.2733,0.0135,0.0003,0.2542,6.07,0.101,0.850,1.100,0.0064,0.0082,0.0042,0.00073,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00146
5200,0.5183,0.5379,-7.5725,-7.6754,0.0184,0.0000,0.2734,0.0124,0.0000,0.3068,6.07,0.101,0.850,1.100,0.0110,0.0075,0.0037,0.00073,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00195
5400,0.5183,0.5379,-7.5725,-7.6754,0.0225,0.0000,0.2567,0.0136,0.0000,0.3058,6.07,0.101,0.850,1.100,0.0162,0.0186,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5600,0.5225,0.5379,-7.3986,-7.7787,0.0237,0.0000,0.2899,0.0139,0.0000,0.2749,6.07,0.101,0.850,1.100,0.0073,0.0145,0.0029,0.00073,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00024
5800,0.5225,0.5379,-7.3986,-7.7787,0.0183,0.0000,0.2957,0.0125,0.0000,0.3128,6.08,0.101,0.850,1.100,0.0099,0.0086,0.0034,0.00049,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00073
6000,0.5225,0.5379,-7.3986,-7.7787,0.0181,0.0000,0.2838,0.0144,0.0000,0.3258,6.08,0.102,0.850,1.100,0.0132,0.0114,0.0022,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00098
6200,0.5273,0.5379,-7.3916,-7.6717,0.0192,0.0000,0.3026,0.0140,0.0000,0.3207,6.08,0.102,0.850,1.100,0.0064,0.0106,0.0037,0.00122,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00098
6400,0.5273,0.5379,-7.3916,-7.6717,0.0169,0.0000,0.2922,0.0132,0.0000,0.2518,6.09,0.102,0.850,1.100,0.0060,0.0087,0.0039,0.00098,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00098
6600,0.5326,0.5379,-7.3839,-7.6899,0.0193,0.0000,0.3081,0.0136,0.0000,0.3097,6.09,0.102,0.850,1.100,0.0100,0.0111,0.0027,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00049
6800,0.5326,0.5379,-7.3839,-7.6899,0.0197,0.0000,0.2710,0.0137,0.0000,0.3038,6.09,0.102,0.850,1.100,0.0095,0.0056,0.0029,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00146
7000,0.5326,0.5379,-7.3839,-7.6899,0.0158,0.0000,0.3157,0.0137,0.0000,0.3379,6.09,0.102,0.850,1.100,0.0111,0.0005,0.0034,0.00049,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00146
7200,0.5379,0.5379,-7.4862,-7.6314,0.0170,0.0000,0.2707,0.0119,0.0000,0.2415,6.10,0.102,0.850,1.100,0.0188,0.0204,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
7400,0.5379,0.5379,-7.4862,-7.6314,0.0167,0.0000,0.3159,0.0140,0.0000,0.2918,6.10,0.102,0.850,1.100,0.0143,-0.0078,0.0037,0.00000,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00098
7600,0.5379,0.5379,-7.5220,-7.6855,0.0130,0.0000,0.3448,0.0146,0.0000,0.3444,6.10,0.102,0.850,1.100,0.0102,-0.0110,0.0039,0.00049,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00146
7800,0.5379,0.5379,-7.5220,-7.6855,0.0164,0.0000,0.3068,0.0135,0.0000,0.2978,6.10,0.102,0.850,1.100,0.0094,-0.0097,0.0042,0.00122,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00122
8000,0.5379,0.5379,-7.5220,-7.6855,0.0175,0.0000,0.3462,0.0148,0.0000,0.3047,6.11,0.102,0.850,1.100,0.0094,-0.0005,0.0022,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00073
8200,0.5379,0.5379,-7.5190,-7.7381,0.0134,0.0000,0.3103,0.0137,0.0000,0.3000,6.11,0.102,0.850,1.100,0.0067,-0.0129,0.0049,0.00098,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00122
8400,0.5379,0.5379,-7.5190,-7.7381,0.0181,0.0000,0.3052,0.0143,0.0000,0.2957,6.11,0.102,0.850,1.100,0.0040,-0.0139,0.0046,0.00171,0.00171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00024
8600,0.5379,0.5379,-7.4681,-7.7524,0.0190,0.0000,0.3393,0.0136,0.0000,0.2864,6.11,0.102,0.850,1.100,0.0103,-0.0365,0.0056,0.00098,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00098
8800,0.5379,0.5379,-7.4681,-7.7524,0.0143,0.0000,0.2998,0.0145,0.0000,0.2758,6.12,0.102,0.850,1.100,0.0063,-0.0187,0.0032,0.00073,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00073
9000,0.5379,0.5379,-7.4681,-7.7524,0.0204,0.0000,0.3058,0.0121,0.0000,0.2965,6.12,0.102,0.850,1.100,0.0193,0.0218,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9200,0.5379,0.5379,-7.4209,-7.6181,0.0161,0.0000,0.3197,0.0138,0.0000,0.2946,6.12,0.102,0.850,1.100,0.0042,-0.0259,0.0039,0.00098,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00024
9400,0.5379,0.5379,-7.4209,-7.6181,0.0176,0.0000,0.3087,0.0134,0.0000,0.2629,6.13,0.102,0.850,1.100,-0.0013,-0.0277,0.0051,0.00195,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00073
9600,0.5379,0.5379,-7.4036,-7.5232,0.0172,0.0000,0.2920,0.0133,0.0000,0.2812,6.13,0.102,0.850,1.100,0.0003,-0.0227,0.0056,0.00098,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00073
9800,0.5379,0.5379,-7.4036,-7.5232,0.0186,0.0000,0.2737,0.0124,0.0000,0.2992,6.13,0.102,0.850,1.100,-0.0079,-0.0182,0.0061,0.00244,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00073
10000,0.5379,0.5379,-7.4036,-7.5232,0.0211,0.0000,0.2871,0.0178,0.0000,0.2639,6.13,0.103,0.850,1.100,0.0003,-0.0260,0.0034,0.00073,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00049
10200,0.5379,0.5379,-7.3284,-7.4662,0.0168,0.0000,0.2814,0.0198,0.0000,0.2549,6.14,0.103,0.850,1.100,0.0037,-0.0201,0.0034,0.00098,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00073
10400,0.5379,0.5379,-7.3284,-7.4662,0.0204,0.0000,0.3199,0.0276,0.0000,0.2791,6.14,0.103,0.850,1.100,0.0003,-0.0235,0.0054,0.00098,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00122
10600,0.5379,0.5379,-7.3299,-7.1083,0.0189,0.0000,0.3027,0.0241,0.0000,0.3031,6.14,0.103,0.850,1.100,-0.0120,-0.0091,0.0063,0.00171,0.00171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00073
10800,0.5379,0.5379,-7.3299,-7.1083,0.0183,0.0000,0.2965,0.0208,0.0000,0.2860,6.14,0.103,0.850,1.100,0.0212,0.0223,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11000,0.5379,0.5379,-7.3299,-7.1083,0.0168,0.0000,0.3418,0.0288,0.0000,0.2758,6.15,0.103,0.850,1.100,-0.0007,-0.0006,0.0037,0.00195,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024
11200,0.5379,0.5379,-7.4289,-6.9736,0.0189,0.0000,0.2935,0.0281,0.0000,0.2605,6.15,0.103,0.850,1.100,-0.0046,0.0011,0.0042,0.00122,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00073
11400,0.5379,0.5379,-7.4289,-6.9736,0.0240,0.0000,0.2552,0.0252,0.0000,0.2666,6.15,0.103,0.850,1.100,-0.0031,0.0025,0.0042,0.00122,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00122
11600,0.5379,0.5379,-7.4384,-7.0190,0.0195,0.0000,0.3336,0.0262,0.0000,0.2464,6.15,0.103,0.850,1.100,-0.0101,-0.0009,0.0061,0.00220,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00244
11800,0.5379,0.5379,-7.4384,-7.0190,0.0188,0.0000,0.3260,0.0252,0.0000,0.2606,6.16,0.103,0.850,1.100,-0.0141,0.0115,0.0049,0.00220,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00024
12000,0.5379,0.5379,-7.4384,-7.0190,0.0177,0.0000,0.3054,0.0228,0.0000,0.2660,6.16,0.103,0.850,1.100,-0.0045,0.0033,0.0046,0.00171,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00171
12200,0.5379,0.5379,-7.3089,-7.1684,0.0201,0.0000,0.3045,0.0205,0.0000,0.2357,6.16,0.103,0.850,1.100,-0.0075,0.0040,0.0054,0.00244,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00122
12400,0.5379,0.5379,-7.3089,-7.1684,0.0213,0.0000,0.3329,0.0185,0.0000,0.2633,6.17,0.103,0.850,1.100,-0.0150,-0.0027,0.0081,0.00342,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00171
12600,0.5379,0.5379,-7.2735,-7.3625,0.0274,0.0000,0.2543,0.0172,0.0000,0.2519,6.17,0.103,0.850,1.100,0.0199,0.0215,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12800,0.5379,0.5379,-7.2735,-7.3625,0.0280,0.0000,0.2807,0.0212,0.0000,0.2321,6.17,0.103,0.850,1.100,0.0023,0.0137,0.0015,0.00098,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024
13000,0.5379,0.5379,-7.2735,-7.3625,0.0254,0.0000,0.2994,0.0174,0.0000,0.2727,6.17,0.103,0.850,1.100,-0.0117,0.0103,0.0051,0.00342,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00049
13200,0.5379,0.5379,-7.2062,-7.3911,0.0193,0.0000,0.3185,0.0179,0.0000,0.2534,6.18,0.103,0.850,1.100,-0.0091,0.0023,0.0061,0.00293,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00073
13400,0.5379,0.5379,-7.2062,-7.3911,0.0234,0.0000,0.3392,0.0175,0.0000,0.2783,6.18,0.103,0.850,1.100,-0.0076,0.0040,0.0054,0.00244,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00024
13600,0.5379,0.5379,-7.2778,-7.4273,0.0240,0.0000,0.3207,0.0186,0.0000,0.2582,6.18,0.103,0.850,1.100,0.0017,0.0074,0.0034,0.00146,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00098
13800,0.5379,0.5379,-7.2778,-7.4273,0.0229,0.0000,0.2499,0.0169,0.0000,0.2554,6.18,0.103,0.850,1.100,-0.0052,0.0108,0.0037,0.00220,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00024
14000,0.5379,0.5379,-7.2778,-7.4273,0.0270,0.0000,0.3177,0.0157,0.0004,0.2667,6.19,0.104,0.850,1.100,-0.0072,0.0029,0.0056,0.00269,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00146
14200,0.5379,0.5379,-7.1949,-7.5680,0.0263,0.0000,0.3544,0.0162,0.0000,0.2582,6.19,0.104,0.850,1.100,-0.0032,-0.0001,0.0056,0.00171,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00171
14400,0.5379,0.5379,-7.1949,-7.5680,0.0214,0.0000,0.3116,0.0164,0.0000,0.2571,6.19,0.104,0.850,1.100,0.0211,0.0243,0.0002,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14600,0.5379,0.5379,-7.1807,-7.6369,0.0228,0.0000,0.3600,0.0136,0.0000,0.2508,6.19,0.104,0.850,1.100,0.0019,0.0093,0.0037,0.00220,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00049
14800,0.5379,0.5379,-7.1807,-7.6369,0.0275,0.0000,0.3336,0.0144,0.0000,0.2538,6.20,0.104,0.850,1.100,0.0053,0.0063,0.0032,0.00098,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00024
15000,0.5379,0.5379,-7.1807,-7.6369,0.0235,0.0000,0.2866,0.0152,0.0000,0.2463,6.20,0.104,0.850,1.100,0.0054,0.0060,0.0032,0.00098,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00049
15200,0.5379,0.5379,-7.2597,-7.6449,0.0281,0.0000,0.3446,0.0241,0.0000,0.2511,6.20,0.104,0.850,1.100,0.0020,0.0007,0.0042,0.00171,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00073
15400,0.5379,0.5379,-7.2597,-7.6449,0.0238,0.0000,0.3221,0.0163,0.0000,0.2483,6.21,0.104,0.850,1.100,0.0032,0.0104,0.0024,0.00171,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00024
15600,0.5379,0.5379,-7.3154,-7.5610,0.0229,0.0000,0.2676,0.0147,0.0000,0.2339,6.21,0.104,0.850,1.100,0.0072,0.0053,0.0022,0.00073,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00024
15800,0.5379,0.5379,-7.3154,-7.5610,0.0233,0.0000,0.3113,0.0159,0.0000,0.2306,6.21,0.104,0.850,1.100,-0.0005,-0.0003,0.0046,0.00122,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00073
16000,0.5379,0.5379,-7.3154,-7.5610,0.0253,0.0000,0.3126,0.0138,0.0000,0.2307,6.21,0.104,0.850,1.100,0.0065,-0.0033,0.0034,0.00049,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00122
16200,0.5379,0.5379,-7.3846,-7.5643,0.0199,0.0000,0.2996,0.0167,0.0000,0.2417,6.22,0.104,0.850,1.100,0.0188,0.0220,0.0002,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16400,0.5379,0.5379,-7.3846,-7.5643,0.0298,0.0000,0.2694,0.0134,0.0000,0.2448,6.22,0.104,0.850,1.100,0.0080,0.0005,0.0015,0.00098,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024
16600,0.5379,0.5379,-7.3938,-7.5311,0.0171,0.0000,0.2892,0.0147,0.0000,0.2466,6.22,0.104,0.850,1.100,0.0042,-0.0010,0.0024,0.00098,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00073
16800,0.5379,0.5379,-7.3938,-7.5311,0.0182,0.0000,0.2667,0.0257,0.0000,0.2619,6.22,0.104,0.850,1.100,0.0001,-0.0092,0.0046,0.00122,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00122
17000,0.5379,0.5379,-7.3938,-7.5311,0.0207,0.0000,0.2814,0.0166,0.0000,0.2204,6.23,0.104,0.850,1.100,-0.0015,-0.0103,0.0044,0.00049,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00024
17200,0.5379,0.5379,-7.2667,-7.5187,0.0192,0.0000,0.3477,0.0155,0.0000,0.2435,6.23,0.104,0.850,1.100,0.0041,-0.0086,0.0027,0.00073,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00049
17400,0.5379,0.5379,-7.2667,-7.5187,0.0204,0.0000,0.2406,0.0173,0.0000,0.2428,6.23,0.104,0.850,1.100,0.0079,-0.0158,0.0029,0.00073,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122
17600,0.5379,0.5379,-7.4302,-7.5111,0.0233,0.0000,0.2588,0.0159,0.0000,0.2185,6.23,0.104,0.850,1.100,0.0003,-0.0119,0.0034,0.00098,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00049
17800,0.5379,0.5379,-7.4302,-7.5111,0.0200,0.0000,0.2783,0.0158,0.0000,0.2243,6.24,0.104,0.850,1.100,0.0017,-0.0108,0.0027,0.00122,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00049
18000,0.5379,0.5379,-7.4302,-7.5111,0.0189,0.0000,0.2779,0.0166,0.0000,0.2657,6.24,0.105,0.850,1.100,0.0210,0.0235,0.0002,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18200,0.5379,0.5379,-7.4466,-7.5286,0.0274,0.0000,0.2568,0.0165,0.0000,0.2287,6.24,0.105,0.850,1.100,0.0019,-0.0174,0.0029,0.00146,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00049
18400,0.5379,0.5379,-7.4466,-7.5286,0.0212,0.0000,0.2596,0.0179,0.0000,0.2557,6.25,0.105,0.850,1.100,-0.0037,-0.0168,0.0039,0.00146,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00073
18600,0.5379,0.5379,-7.3730,-7.3908,0.0174,0.0000,0.2949,0.0151,0.0000,0.2515,6.25,0.105,0.850,1.100,-0.0036,-0.0261,0.0051,0.00146,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00098
18800,0.5379,0.5379,-7.3730,-7.3908,0.0222,0.0000,0.2483,0.0153,0.0000,0.2365,6.25,0.105,0.850,1.100,0.0041,-0.0332,0.0039,0.00049,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00049
19000,0.5379,0.5379,-7.3730,-7.3908,0.0180,0.0000,0.2815,0.0166,0.0000,0.2382,6.25,0.105,0.850,1.100,0.0034,-0.0222,0.0027,0.00122,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00049
19200,0.5379,0.5379,-7.4269,-7.5175,0.0165,0.0000,0.2906,0.0198,0.0000,0.2431,6.26,0.105,0.850,1.100,0.0013,-0.0243,0.0029,0.00122,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00073
19400,0.5379,0.5379,-7.4269,-7.5175,0.0215,0.0000,0.2288,0.0183,0.0000,0.2143,6.26,0.105,0.850,1.100,0.0021,-0.0261,0.0029,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00098
19600,0.5379,0.5379,-7.3181,-7.3745,0.0293,0.0000,0.2655,0.0181,0.0000,0.2468,6.26,0.105,0.850,1.100,0.0000,-0.0261,0.0032,0.00073,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00122
19800,0.5379,0.5379,-7.3181,-7.3745,0.0214,0.0000,0.2261,0.0181,0.0000,0.2797,6.26,0.105,0.850,1.100,0.0172,0.0209,0.0005,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20000,0.5379,0.5379,-7.3181,-7.3745,0.0190,0.0000,0.2246,0.0181,0.0000,0.2622,6.27,0.105,0.850,1.100,-0.0001,-0.0221,0.0022,0.00122,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00000
