it,alpha_cvar,alpha_pow,ent_cvar,ent_pow,pstd_a_steer,pstd_a_thr,qspread_a,pstd_b_steer,pstd_b_thr,qspread_b,v_cap,k_slip,mu_min,mu_max,r_a,r_b,term,off_a,off_b,crash_a,crash_b,flip_a,flip_b,spun_a,spun_b,obs_a,obs_b
1152200,0.5379,0.5379,-6.5883,-6.8886,0.0144,0.0142,1.0452,0.0091,0.0148,0.6922,10.00,0.200,0.550,0.850,0.0844,0.0708,0.0049,0.00024,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00293
1152400,0.5379,0.5379,-6.5883,-6.8886,0.0148,0.0148,1.1205,0.0113,0.0164,0.6924,10.00,0.200,0.550,0.850,0.0723,0.0715,0.0042,0.00049,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00146
1152600,0.5379,0.5379,-6.5179,-6.9121,0.0157,0.0127,0.9617,0.0117,0.0141,0.6909,10.00,0.200,0.550,0.850,0.0739,0.0731,0.0046,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00195
1152800,0.5379,0.5379,-6.5179,-6.9121,0.0163,0.0287,1.0836,0.0144,0.0150,0.7914,10.00,0.200,0.550,0.850,0.0767,0.0740,0.0024,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00122
1153000,0.5379,0.5379,-6.5179,-6.9121,0.0153,0.0197,0.9825,0.0119,0.0104,0.7271,10.00,0.200,0.550,0.850,0.0664,0.0601,0.0051,0.00049,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00244
1153200,0.5379,0.5379,-6.6091,-6.9786,0.0162,0.0086,1.2487,0.0107,0.0309,0.8525,10.00,0.200,0.550,0.850,0.0802,0.0747,0.0037,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00122,0.00171
1153400,0.5379,0.5379,-6.6091,-6.9786,0.0120,0.0145,0.9062,0.0119,0.0126,0.9796,10.00,0.200,0.550,0.850,0.0853,0.0753,0.0032,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00146
1153600,0.5379,0.5379,-6.6721,-6.9462,0.0162,0.0002,0.5441,0.0126,0.0225,0.3012,10.00,0.200,0.550,0.850,0.0060,0.0073,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1153800,0.5379,0.5379,-6.6721,-6.9462,0.0166,0.0173,1.0144,0.0130,0.0191,0.8374,10.00,0.200,0.550,0.850,0.0791,0.0770,0.0029,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00146
1154000,0.5379,0.5379,-6.6721,-6.9462,0.0150,0.0163,1.0982,0.0151,0.0108,0.9380,10.00,0.200,0.550,0.850,0.0901,0.0787,0.0032,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00244
1154200,0.5379,0.5379,-6.5833,-6.9354,0.0195,0.0133,1.2258,0.0100,0.0173,0.8018,10.00,0.200,0.550,0.850,0.0789,0.0778,0.0034,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00171
1154400,0.5379,0.5379,-6.5833,-6.9354,0.0193,0.0155,1.0964,0.0123,0.0182,0.7024,10.00,0.200,0.550,0.850,0.0858,0.0769,0.0029,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00171
1154600,0.5379,0.5379,-6.3723,-6.9663,0.0118,0.0198,0.9244,0.0123,0.0106,0.6306,10.00,0.200,0.550,0.850,0.0727,0.0623,0.0051,0.00000,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00195
1154800,0.5379,0.5379,-6.3723,-6.9663,0.0124,0.0168,1.3036,0.0114,0.0116,0.7227,10.00,0.200,0.550,0.850,0.0800,0.0538,0.0054,0.00000,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00269
1155000,0.5379,0.5379,-6.3723,-6.9663,0.0138,0.0125,1.3789,0.0124,0.0079,0.6601,10.00,0.200,0.550,0.850,0.0822,0.0695,0.0029,0.00049,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00122
1155200,0.5379,0.5379,-6.5263,-6.9706,0.0133,0.0130,1.1771,0.0129,0.0342,0.6535,10.00,0.200,0.550,0.850,0.0880,0.0718,0.0029,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00171
1155400,0.5379,0.5379,-6.5263,-6.9706,0.0192,0.0055,0.4696,0.0118,0.0104,0.3435,10.00,0.200,0.550,0.850,0.0159,0.0174,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1155600,0.5379,0.5379,-6.6341,-6.9802,0.0163,0.0164,1.3024,0.0092,0.0103,0.8798,10.00,0.200,0.550,0.850,0.0620,0.0695,0.0059,0.00049,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00220
1155800,0.5379,0.5379,-6.6341,-6.9802,0.0181,0.0142,1.3229,0.0134,0.0095,0.5476,10.00,0.200,0.550,0.850,0.0783,0.0816,0.0037,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00171
1156000,0.5379,0.5379,-6.6341,-6.9802,0.0173,0.0286,1.3300,0.0140,0.0367,0.6297,10.00,0.200,0.550,0.850,0.0770,0.0707,0.0042,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00195
1156200,0.5379,0.5379,-6.4460,-6.8929,0.0120,0.0153,1.4222,0.0167,0.0134,0.5901,10.00,0.200,0.550,0.850,0.0801,0.0714,0.0032,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00146
1156400,0.5379,0.5379,-6.4460,-6.8929,0.0160,0.0325,1.2183,0.0155,0.0122,0.7426,10.00,0.200,0.550,0.850,0.0739,0.0645,0.0037,0.00024,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00146
1156600,0.5379,0.5379,-6.4760,-7.0607,0.0123,0.0154,1.2489,0.0113,0.0088,0.6689,10.00,0.200,0.550,0.850,0.0656,0.0673,0.0056,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00293
1156800,0.5379,0.5379,-6.4760,-7.0607,0.0116,0.0149,1.2433,0.0110,0.0166,0.6473,10.00,0.200,0.550,0.850,0.0771,0.0794,0.0027,0.00024,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00122
1157000,0.5379,0.5379,-6.4760,-7.0607,0.0144,0.0105,1.0457,0.0102,0.0122,0.7401,10.00,0.200,0.550,0.850,0.0701,0.0730,0.0056,0.00024,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00317,0.00195
1157200,0.5379,0.5379,-6.6252,-6.8623,0.0173,0.0048,0.5092,0.0115,0.0105,0.3172,10.00,0.200,0.550,0.850,0.0257,0.0273,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1157400,0.5379,0.5379,-6.6252,-6.8623,0.0142,0.0127,1.2845,0.0148,0.0141,0.6445,10.00,0.200,0.550,0.850,0.0756,0.0639,0.0044,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00244
1157600,0.5379,0.5379,-6.5177,-6.8328,0.0102,0.0294,1.2141,0.0108,0.0156,0.6884,10.00,0.200,0.550,0.850,0.0862,0.0816,0.0027,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00195
1157800,0.5379,0.5379,-6.5177,-6.8328,0.0150,0.0157,1.0125,0.0100,0.0185,0.7418,10.00,0.200,0.550,0.850,0.0736,0.0683,0.0032,0.00049,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00146
1158000,0.5379,0.5379,-6.5177,-6.8328,0.0126,0.0136,1.0900,0.0159,0.0124,0.8159,10.00,0.200,0.550,0.850,0.0735,0.0718,0.0056,0.00049,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00220
1158200,0.5379,0.5379,-6.5569,-6.9529,0.0172,0.0245,1.4827,0.0133,0.0284,0.5767,10.00,0.200,0.550,0.850,0.0641,0.0725,0.0042,0.00024,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00122
1158400,0.5379,0.5379,-6.5569,-6.9529,0.0160,0.0221,1.0762,0.0115,0.0101,0.6446,10.00,0.200,0.550,0.850,0.0772,0.0638,0.0046,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00146,0.00269
1158600,0.5379,0.5379,-6.5835,-6.9521,0.0128,0.0164,1.6519,0.0137,0.0438,0.6905,10.00,0.200,0.550,0.850,0.0860,0.0733,0.0032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00244
1158800,0.5379,0.5379,-6.5835,-6.9521,0.0154,0.0453,1.1179,0.0105,0.0104,0.6881,10.00,0.200,0.550,0.850,0.0837,0.0756,0.0037,0.00049,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00049,0.00195
1159000,0.5379,0.5379,-6.5835,-6.9521,0.0223,0.0073,0.5070,0.0108,0.0114,0.2933,10.00,0.200,0.550,0.850,0.0347,0.0367,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1159200,0.5379,0.5379,-6.5536,-6.8894,0.0201,0.0231,1.4200,0.0111,0.0188,0.8293,10.00,0.200,0.550,0.850,0.0632,0.0766,0.0051,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00122
1159400,0.5379,0.5379,-6.5536,-6.8894,0.0129,0.0143,1.4512,0.0114,0.0116,0.6687,10.00,0.200,0.550,0.850,0.0820,0.0795,0.0029,0.00024,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00098
1159600,0.5379,0.5379,-6.4787,-7.0393,0.0153,0.0179,1.2684,0.0177,0.0157,0.5859,10.00,0.200,0.550,0.850,0.0770,0.0718,0.0046,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00244
1159800,0.5379,0.5379,-6.4787,-7.0393,0.0128,0.0093,1.5663,0.0104,0.0365,0.7456,10.00,0.200,0.550,0.850,0.0821,0.0622,0.0039,0.00049,0.00024,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00122,0.00171
1160000,0.5379,0.5379,-6.4787,-7.0393,0.0153,0.0126,1.6512,0.0092,0.0123,0.7165,10.00,0.200,0.550,0.850,0.0781,0.0726,0.0024,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00146
1160200,0.5379,0.5379,-6.5265,-7.0033,0.0144,0.0165,0.9932,0.0126,0.0088,0.7843,10.00,0.200,0.550,0.850,0.0775,0.0728,0.0037,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00171
1160400,0.5379,0.5379,-6.5265,-7.0033,0.0126,0.0226,1.3382,0.0125,0.0111,0.7117,10.00,0.200,0.550,0.850,0.0763,0.0718,0.0032,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00171
1160600,0.5379,0.5379,-6.5070,-6.8698,0.0126,0.0190,1.4196,0.0131,0.0120,0.6841,10.00,0.200,0.550,0.850,0.0855,0.0772,0.0027,0.00000,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00098
1160800,0.5379,0.5379,-6.5070,-6.8698,0.0192,0.0070,0.6083,0.0094,0.0118,0.3515,10.00,0.200,0.550,0.850,0.0437,0.0463,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1161000,0.5379,0.5379,-6.5070,-6.8698,0.0136,0.0175,1.0736,0.0116,0.0374,0.7907,10.00,0.200,0.550,0.850,0.0712,0.0670,0.0046,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00293
1161200,0.5379,0.5379,-6.6834,-6.9166,0.0136,0.0172,0.9977,0.0124,0.0119,0.7929,10.00,0.200,0.550,0.850,0.0786,0.0696,0.0039,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00171
1161400,0.5379,0.5379,-6.6834,-6.9166,0.0170,0.0174,0.7037,0.0115,0.0134,0.7215,10.00,0.200,0.550,0.850,0.0774,0.0866,0.0020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00073
1161600,0.5379,0.5379,-6.4344,-6.9272,0.0158,0.0127,1.1037,0.0074,0.0441,0.7868,10.00,0.200,0.550,0.850,0.0823,0.0867,0.0017,0.00049,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00000
1161800,0.5379,0.5379,-6.4344,-6.9272,0.0183,0.0172,1.1222,0.0137,0.0337,0.7230,10.00,0.200,0.550,0.850,0.0785,0.0675,0.0029,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00146
1162000,0.5379,0.5379,-6.4344,-6.9272,0.0185,0.0157,1.0239,0.0121,0.0392,0.6698,10.00,0.200,0.550,0.850,0.0849,0.0671,0.0032,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00195
1162200,0.5379,0.5379,-6.6979,-6.9772,0.0147,0.0155,1.1345,0.0153,0.0133,0.6619,10.00,0.200,0.550,0.850,0.0744,0.0788,0.0032,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00122
1162400,0.5379,0.5379,-6.6979,-6.9772,0.0134,0.0218,1.0792,0.0112,0.0265,0.6885,10.00,0.200,0.550,0.850,0.0811,0.0716,0.0039,0.00000,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00171
1162600,0.5379,0.5379,-6.4852,-6.9944,0.0169,0.0085,0.4966,0.0103,0.0101,0.3780,10.00,0.200,0.550,0.850,0.0533,0.0558,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1162800,0.5379,0.5379,-6.4852,-6.9944,0.0152,0.0240,0.9192,0.0128,0.0352,0.7817,10.00,0.200,0.550,0.850,0.0683,0.0791,0.0042,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00171
1163000,0.5379,0.5379,-6.4852,-6.9944,0.0159,0.0144,1.0197,0.0209,0.0115,0.6879,10.00,0.200,0.550,0.850,0.0720,0.0884,0.0032,0.00049,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00073
1163200,0.5379,0.5379,-6.4724,-6.9060,0.0178,0.0144,1.4309,0.0130,0.0356,0.8143,10.00,0.200,0.550,0.850,0.0705,0.0757,0.0044,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00171
1163400,0.5379,0.5379,-6.4724,-6.9060,0.0139,0.0143,1.2024,0.0132,0.0127,0.6286,10.00,0.200,0.550,0.850,0.0883,0.0779,0.0027,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00195
1163600,0.5379,0.5379,-6.5360,-6.9004,0.0129,0.0239,1.5466,0.0167,0.0169,0.7320,10.00,0.200,0.550,0.850,0.0774,0.0593,0.0039,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00195
1163800,0.5379,0.5379,-6.5360,-6.9004,0.0208,0.0164,0.9835,0.0100,0.0138,0.6452,10.00,0.200,0.550,0.850,0.0697,0.0553,0.0054,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00244
1164000,0.5379,0.5379,-6.5360,-6.9004,0.0156,0.0235,1.1453,0.0172,0.0333,0.7531,10.00,0.200,0.550,0.850,0.0703,0.0780,0.0039,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00171
1164200,0.5379,0.5379,-6.6326,-6.8610,0.0143,0.0164,1.0721,0.0131,0.0189,0.7273,10.00,0.200,0.550,0.850,0.0810,0.0832,0.0027,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00073
1164400,0.5379,0.5379,-6.6326,-6.8610,0.0172,0.0081,0.6235,0.0152,0.0307,0.3100,10.00,0.200,0.550,0.850,0.0620,0.0646,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1164600,0.5379,0.5379,-6.3740,-6.9538,0.0117,0.0194,1.2097,0.0122,0.0170,0.7886,10.00,0.200,0.550,0.850,0.0740,0.0892,0.0024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00073
1164800,0.5379,0.5379,-6.3740,-6.9538,0.0167,0.0155,1.2397,0.0119,0.0418,0.6497,10.00,0.200,0.550,0.850,0.0926,0.0858,0.0027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00195
1165000,0.5379,0.5379,-6.3740,-6.9538,0.0197,0.0252,1.0095,0.0128,0.0246,0.7032,10.00,0.200,0.550,0.850,0.0777,0.0829,0.0029,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00122
1165200,0.5379,0.5379,-6.5198,-6.8456,0.0148,0.0172,1.1055,0.0107,0.0313,0.6850,10.00,0.200,0.550,0.850,0.0910,0.0741,0.0020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195
1165400,0.5379,0.5379,-6.5198,-6.8456,0.0154,0.0171,1.0289,0.0107,0.0080,0.7031,10.00,0.200,0.550,0.850,0.0785,0.0773,0.0022,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00122
1165600,0.5379,0.5379,-6.4327,-6.8158,0.0100,0.0181,1.3108,0.0132,0.0314,0.7568,10.00,0.200,0.550,0.850,0.0684,0.0613,0.0049,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00317
1165800,0.5379,0.5379,-6.4327,-6.8158,0.0140,0.0141,1.1053,0.0143,0.0223,0.6184,10.00,0.200,0.550,0.850,0.0662,0.0780,0.0044,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00171
1166000,0.5379,0.5379,-6.4327,-6.8158,0.0164,0.0147,1.1589,0.0102,0.0084,0.7589,10.00,0.200,0.550,0.850,0.0714,0.0836,0.0039,0.00024,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00146
1166200,0.5379,0.5379,-6.5560,-6.9528,0.0157,0.0104,0.5892,0.0132,0.0196,0.3829,10.00,0.200,0.550,0.850,0.0703,0.0724,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1166400,0.5379,0.5379,-6.5560,-6.9528,0.0145,0.0203,1.1170,0.0109,0.0080,0.6793,10.00,0.200,0.550,0.850,0.0763,0.0741,0.0044,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00195
1166600,0.5379,0.5379,-6.5744,-6.6680,0.0133,0.0199,1.0555,0.0146,0.0126,0.6617,10.00,0.200,0.550,0.850,0.0730,0.0922,0.0037,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00122
1166800,0.5379,0.5379,-6.5744,-6.6680,0.0142,0.0282,1.0365,0.0125,0.0109,0.9175,10.00,0.200,0.550,0.850,0.0778,0.0733,0.0034,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00171
1167000,0.5379,0.5379,-6.5744,-6.6680,0.0151,0.0193,0.9523,0.0113,0.0138,0.6908,10.00,0.200,0.550,0.850,0.0782,0.0745,0.0044,0.00000,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00220
1167200,0.5379,0.5379,-6.5198,-6.9463,0.0136,0.0169,1.0932,0.0090,0.0195,0.6118,10.00,0.200,0.550,0.850,0.0753,0.0824,0.0027,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00122
1167400,0.5379,0.5379,-6.5198,-6.9463,0.0125,0.0273,1.1427,0.0139,0.0261,0.5424,10.00,0.200,0.550,0.850,0.0876,0.0762,0.0024,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00122
1167600,0.5379,0.5379,-6.4276,-6.8611,0.0135,0.0141,1.2569,0.0125,0.0396,0.6937,10.00,0.200,0.550,0.850,0.0736,0.0743,0.0046,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00293
1167800,0.5379,0.5379,-6.4276,-6.8611,0.0128,0.0170,1.1200,0.0114,0.0143,0.8045,10.00,0.200,0.550,0.850,0.0873,0.0787,0.0024,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00146
1168000,0.5379,0.5379,-6.4276,-6.8611,0.0149,0.0150,0.6455,0.0092,0.0093,0.5883,10.00,0.200,0.550,0.850,0.0770,0.0798,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1168200,0.5379,0.5379,-6.4746,-6.7813,0.0178,0.0107,1.1337,0.0132,0.0245,0.6576,10.00,0.200,0.550,0.850,0.0743,0.0592,0.0049,0.00049,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00269
1168400,0.5379,0.5379,-6.4746,-6.7813,0.0106,0.0124,0.9672,0.0101,0.0150,0.7054,10.00,0.200,0.550,0.850,0.0915,0.0816,0.0037,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00269
1168600,0.5379,0.5379,-6.6082,-6.7611,0.0147,0.0147,0.9604,0.0127,0.0108,0.6379,10.00,0.200,0.550,0.850,0.0722,0.0790,0.0037,0.00024,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00146
1168800,0.5379,0.5379,-6.6082,-6.7611,0.0157,0.0167,0.8969,0.0125,0.0145,0.9556,10.00,0.200,0.550,0.850,0.0775,0.0711,0.0042,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00244
1169000,0.5379,0.5379,-6.6082,-6.7611,0.0157,0.0250,1.0649,0.0123,0.0151,0.7457,10.00,0.200,0.550,0.850,0.0706,0.0674,0.0039,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00122
1169200,0.5379,0.5379,-6.6290,-6.8605,0.0102,0.0386,0.8770,0.0087,0.0131,0.7685,10.00,0.200,0.550,0.850,0.0747,0.0855,0.0042,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00146
1169400,0.5379,0.5379,-6.6290,-6.8605,0.0192,0.0260,1.1620,0.0110,0.0109,0.7938,10.00,0.200,0.550,0.850,0.0836,0.0939,0.0015,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00049
1169600,0.5379,0.5379,-6.5345,-6.8260,0.0196,0.0108,0.9066,0.0111,0.0127,0.9140,10.00,0.200,0.550,0.850,0.0717,0.0849,0.0024,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00122
1169800,0.5379,0.5379,-6.5345,-6.8260,0.0199,0.0208,0.6364,0.0122,0.0191,0.6461,10.00,0.200,0.550,0.850,0.0835,0.0849,0.0002,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
