ros_time,msg_stamp,selected_mode,selected_wz,vesc_wz,livox_wz,livox_wz_raw,livox_bias_wz,vesc_weight,livox_weight,vesc_valid,livox_valid,fallback_used,vesc_header_stamp,livox_header_stamp,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1786615453.4520154,1786615453.4496582,vesc,0.0012479011107568872,0.0012479011107568872,nan,nan,0.01,1,0,1,0,0,1786615453.4496582,nan,-0.0012385462372793334,0.00077609715651413066,0.0012479011107568872,-0.057088040795155059,0.059445866653945245,9.5626854063581277
1786615453.4741619,1786615453.473877,vesc,0.0012546685047729958,0.0012546685047729958,nan,nan,0.01,1,0,1,0,0,1786615453.473877,nan,-0.00017335514220734541,-0.0013544577229817802,0.0012546685047729958,-0.043617772975289348,0.020919255428754724,9.6393856762385894
1786615453.4913275,1786615453.4909091,vesc,0.0012700253735275855,0.0012700253735275855,nan,nan,0.01,1,0,1,0,0,1786615453.4909091,nan,0.00089183595286464255,-0.0002892307376529142,0.0012700253735275855,-0.05742511451938892,0.040208562879566756,9.5913718475761698
1786615453.5143991,1786615453.513731,vesc,0.00021056459359066821,0.00021056459359066821,nan,nan,0.01,1,0,1,0,0,1786615453.513731,nan,0.00090432992344739716,0.001844153750501206,0.00021056459359066821,-0.052747762065970427,0.035392613136707496,9.6009940260654503
1786615453.5368145,1786615453.5337923,vesc,0.00020197492379644315,0.00020197492379644315,nan,nan,0.01,1,0,1,0,0,1786615453.5337923,nan,0.00090432992344739716,-0.0013516281143235711,0.00020197492379644315,-0.090896898959550221,0.011482324048287751,9.5861116921502116
1786615453.5583382,1786615453.5567319,vesc,-0.00086997969668606593,-0.00086997969668606593,nan,nan,0.01,1,0,1,0,0,1786615453.5567319,nan,-0.00014836720104183631,0.00078178966334417502,-0.00086997969668606593,-0.024964551251929201,0.030382828186677813,9.6827439515993774
1786615453.5739892,1786615453.5737019,vesc,0.00019520762730820652,0.00019520762730820652,nan,nan,0.01,1,0,1,0,0,1786615453.5737019,nan,-0.00016086117162459086,0.00077892676517233987,0.00019520762730820652,-0.0853206832415081,0.088302754215547452,9.5193177754518956
1786615453.5959482,1786615453.5956869,vesc,0.00022019511334364655,0.00022019511334364655,nan,nan,0.01,1,0,1,0,0,1786615453.5956869,nan,0.0019695210185193849,0.00077885914584778699,0.00022019511334364655,-0.048295125428707841,-0.0077949966099239987,9.6296734506244093
1786615453.6148083,1786615453.6146333,vesc,0.00019520762730820652,0.00019520762730820652,nan,nan,0.01,1,0,1,0,0,1786615453.6146333,nan,-0.00016086117162459086,0.00077892676517233987,0.00019520762730820652,-0.076359240149218799,0.040260639646199081,9.5719883268591275
1786615453.6321573,1786615453.6319535,vesc,0.00021446866681416318,0.00021446866681416318,nan,nan,0.01,1,0,1,0,0,1786615453.6319535,nan,0.0019695210185193849,-0.0013516614038371971,0.00021446866681416318,-0.062383361743002297,0.011429954920860297,9.6056074794125834
1786615453.6539071,1786615453.6535907,vesc,0.0012421747942645664,0.0012421747942645664,nan,nan,0.01,1,0,1,0,0,1786615453.6535907,nan,-0.0012385462372793334,-0.0013544244334681541,0.0012421747942645664,-0.029641903705347694,0.04956882264151119,9.6731591952918734
1786615453.675246,1786615453.6736357,vesc,0.0012700253735275855,0.0012700253735275855,nan,nan,0.01,1,0,1,0,0,1786615453.6736357,nan,0.00089183595286464255,-0.0002892307376529142,0.0012700253735275855,-0.099240382693685625,0.030925961453828421,9.4806782033244872
