t_now_sec,delay_imu_s,delay_vesc_s,delay_lidar_s,delay_gyro_twist_s,stamp_imu_sec,stamp_vesc_sec,stamp_lidar_sec,stamp_gyro_twist_sec
1786618069.4710867,0.02079841,0.00098711299999999997,nan,nan,1786618069.4499156,1786618069.469727,nan,nan
1786618070.4717994,0.001615439,0.0017173920000000001,nan,nan,1786618070.4698932,1786618070.4697909,nan,nan
1786618071.5648904,0.034214798999999997,0.034354863999999999,nan,nan,1786618071.52985,1786618071.5297101,nan,nan
1786618072.571017,0.00095076199999999996,0.0010737710000000001,nan,nan,1786618072.5697758,1786618072.569653,nan,nan
1786618073.5716314,0.001167532,0.001397038,nan,nan,1786618073.5700698,1786618073.5698402,nan,nan
1786618074.5913854,0.00108033,0.0012531319999999999,nan,nan,1786618074.590018,1786618074.5898452,nan,nan
1786618075.6108742,0.00072701500000000002,0.00084215199999999998,nan,nan,1786618075.6099029,1786618075.6097877,nan,nan
1786618076.6111934,0.00058083799999999997,0.0060713879999999996,nan,nan,1786618076.610347,1786618076.6048563,nan,nan
1786618077.6114478,0.001039498,0.0012321400000000001,nan,nan,1786618077.6100676,1786618077.6098752,nan,nan
1786618078.6227477,0.00051930100000000001,0.0058359620000000001,0.19270936,0.0075226659999999999,1786618078.6103303,1786618078.6050136,1786618077.8807726,1786618078.6103303
1786618079.6287086,0.00055066100000000003,0.0058102010000000001,0.19270936,0.0075628589999999999,1786618079.6102674,1786618079.6050079,1786618077.8807726,1786618079.6102674
1786618080.6291411,0.0011826989999999999,0.001346765,0.19270936,0.0072049030000000003,1786618080.6100919,1786618080.6099279,1786618077.8807726,1786618080.6100919
1786618081.6309626,0.000734375,0.00086704800000000004,0.19270936,0.0071273980000000001,1786618081.6300406,1786618081.6299076,1786618077.8807726,1786618081.609982
1786618082.631916,0.00082906500000000003,0.000986282,0.19270936,0.0084042430000000005,1786618082.6301527,1786618082.6299956,1786618077.8807726,1786618082.6100836
1786618083.6409295,0.00058781299999999996,0.00070029399999999996,0.19270936,0.0070587260000000004,1786618083.6299858,1786618083.629873,1786618077.8807726,1786618083.6299858
1786618084.6481123,0.000576901,0.00069203899999999998,0.19270936,0.0071124869999999998,1786618084.6300039,1786618084.6298888,1786618077.8807726,1786618084.6300039
1786618085.6491191,0.00097351399999999998,0.0011153389999999999,0.19270936,0.0082646909999999994,1786618085.630028,1786618085.6298862,1786618077.8807726,1786618085.630028
1786618086.6512496,0.00084228000000000005,0.000988458,0.19270936,0.0076107639999999999,1786618086.650146,1786618086.6499999,1786618077.8807726,1786618086.6301503
1786618087.6517122,0.0012465410000000001,0.0014110220000000001,0.19270936,0.0083966920000000007,1786618087.6501806,1786618087.6500163,1786618077.8807726,1786618087.6301744
1786618088.6643512,0.00075725599999999999,0.00088020100000000005,0.19270936,0.0080788969999999998,1786618088.6501102,1786618088.649987,1786618077.8807726,1786618088.6501102
1786618089.6693592,0.00090525700000000002,0.001048715,0.19270936,0.0081407219999999995,1786618089.6502512,1786618089.6501079,1786618077.8807726,1786618089.6502512
1786618090.6713207,0.00084647200000000002,0.000980746,0.19270936,0.0066413790000000002,1786618090.6701891,1786618090.6700549,1786618077.8807726,1786618090.6502485
1786618091.6819446,0.000651751,0.00075632800000000001,0.19270936,0.0082792200000000003,1786618091.670059,1786618091.6699543,1786618077.8807726,1786618091.670059
1786618092.6820533,0.0010423469999999999,0.001171372,0.19270936,0.0083517650000000006,1786618092.6701684,1786618092.6700392,1786618077.8807726,1786618092.6701684
1786618093.6823833,0.001111884,0.001272493,0.19270936,0.0083561810000000007,1786618093.6702347,1786618093.6700742,1786618077.8807726,1786618093.6702347
1786618094.6878526,0.00074138299999999997,0.00089652099999999995,0.19270936,0.0072328729999999999,1786618094.6702535,1786618094.6700985,1786618077.8807726,1786618094.6702535
1786618095.6901636,0.0012051640000000001,0.001354573,0.19270936,0.0081873469999999993,1786618095.6702831,1786618095.6701336,1786618077.8807726,1786618095.6702831
1786618096.6911924,0.00074797500000000001,0.00088714499999999999,0.19270936,0.0066997480000000002,1786618096.6902089,1786618096.6900697,1786618077.8807726,1786618096.6702671
1786618097.6922514,0.001726258,0.0018839239999999999,0.19270936,0.008119635,1786618097.690218,1786618097.6900606,1786618077.8807726,1786618097.6702738
