ros_time,msg_stamp,selected_mode,selected_wz,vesc_wz,livox_wz,livox_wz_raw,livox_bias_wz,vesc_weight,livox_weight,vesc_valid,livox_valid,fallback_used,vesc_header_stamp,livox_header_stamp,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1786619090.4666958,1786619090.465049,vesc,-0.00086997969668606593,-0.00086997969668606593,nan,nan,0.01,1,0,1,0,0,1786619090.465049,nan,-0.00014836720104183631,0.00078178966334417502,-0.00086997969668606593,-0.096810206674375898,0.21240592833190775,9.6823896103156812
1786619090.484549,1786619090.4821966,vesc,-0.00088533669547781837,-0.00088533669547781837,nan,nan,0.01,1,0,1,0,0,1786619090.4821966,nan,-0.0012135582961138242,-0.00028343732198469102,-0.00088533669547781837,-0.12949548575799152,0.21260009244497269,9.6101519356120662
1786619090.5069349,1786619090.5033903,vesc,-0.00087856930146170981,-0.00087856930146170981,nan,nan,0.01,1,0,1,0,0,1786619090.5033903,nan,-0.00014836720104183631,-0.002413992201480602,-0.00087856930146170981,-0.063394601188253574,0.24590926946539327,9.692452668884016
1786619090.5223389,1786619090.52106,vesc,-0.001950524019472091,-0.001950524019472091,nan,nan,0.01,1,0,1,0,0,1786619090.52106,nan,-0.0012010648456797202,-0.00028057442381285586,-0.001950524019472091,-0.16161898443749223,0.23208307065000788,9.4900676626208451
1786619090.5385985,1786619090.5383379,vesc,0.0012479011107568872,0.0012479011107568872,nan,nan,0.01,1,0,1,0,0,1786619090.5383379,nan,-0.0012385462372793334,0.00077609715651413066,0.0012479011107568872,-0.077482828366273182,0.19328386952845911,9.6681937395474051
1786619090.5615213,1786619090.5610716,vesc,0.00020770137032592652,0.00020770137032592652,nan,nan,0.01,1,0,1,0,0,1786619090.5610716,nan,0.00090432992344739716,0.00077889243536141293,0.00020770137032592652,-0.096136059225908177,0.16945021551346251,9.6247980420048407
1786619090.586616,1786619090.5810721,vesc,0.00019234440404346486,0.00019234440404346486,nan,nan,0.01,1,0,1,0,0,1786619090.5810721,nan,-0.00016086117162459086,-0.00028633454996745305,0.00019234440404346486,-0.090616013325630185,0.22709769782637146,9.5627427090739729
1786619090.6020443,1786619090.6010845,vesc,0.00018948118077872315,0.00018948118077872315,nan,nan,0.01,1,0,1,0,0,1786619090.6010845,nan,-0.00016086117162459086,-0.001351594824809945,0.00018948118077872315,-0.096248417133986131,0.20295461645483037,9.6344669982213418
1786619090.6180687,1786619090.6176407,vesc,-0.003008943949450255,-0.003008943949450255,nan,nan,0.01,1,0,1,0,0,1786619090.6176407,nan,-0.00012337978002497762,-0.0024082664051369314,-0.003008943949450255,-0.072412223234581852,0.25082834947873422,9.6444563818693041
1786619090.6586368,1786619090.6577504,vesc,0.00019234440404346486,0.00019234440404346486,nan,nan,0.01,1,0,1,0,0,1786619090.6577504,nan,-0.00016086117162459086,-0.00028633454996745305,0.00019234440404346486,-0.11991606503499863,0.19343969783226278,9.610212746657453
1786619090.6821988,1786619090.6811907,vesc,0.00020770137032592652,0.00020770137032592652,nan,nan,0.01,1,0,1,0,0,1786619090.6811907,nan,0.00090432992344739716,0.00077889243536141293,0.00020770137032592652,-0.10498514441011952,0.2031480313933578,9.5625099898810504
1786619090.7022316,1786619090.7011251,vesc,0.00021733189007890484,0.00021733189007890484,nan,nan,0.01,1,0,1,0,0,1786619090.7011251,nan,0.0019695210185193849,-0.00028640112899470504,0.00021733189007890484,-0.05860488169048228,0.19800891333658299,9.6923801634068241
1786619090.7219546,1786619090.7211101,vesc,0.00022305833660838821,0.00022305833660838821,nan,nan,0.01,1,0,1,0,0,1786619090.7211101,nan,0.0019695210185193849,0.0018441194206902792,0.00022305833660838821,-0.10971868495385184,0.27501137464390979,9.5578567754657797
1786619090.7419484,1786619090.7410946,vesc,-0.0008324984351236154,-0.0008324984351236154,nan,nan,0.01,1,0,1,0,0,1786619090.7410946,nan,0.0030472060841741275,0.0007816887545059962,-0.0008324984351236154,-0.10137520121971644,0.16455735660893467,9.663047020109957
