t_now_sec,delay_imu_s,delay_vesc_s,delay_lidar_s,delay_gyro_twist_s,stamp_imu_sec,stamp_vesc_sec,stamp_lidar_sec,stamp_gyro_twist_sec
1786618140.546083,0.00056183100000000005,0.00064874300000000002,nan,nan,1786618140.5452056,1786618140.5451186,nan,nan
1786618141.5493882,0.0035304379999999999,0.0087187180000000003,nan,nan,1786618141.5455458,1786618141.5403574,nan,nan
1786618142.5666513,0.00085056900000000002,0.0010690999999999999,nan,nan,1786618142.5654113,1786618142.5651927,nan,nan
1786618143.5863719,0.000754344,0.00090442599999999995,nan,nan,1786618143.5853553,1786618143.5852053,nan,nan
1786618144.5865324,0.00087850500000000002,0.001020619,nan,nan,1786618144.5853744,1786618144.5852325,nan,nan
1786618145.6066594,0.001054028,0.001234286,nan,nan,1786618145.6053228,1786618145.6051426,nan,nan
1786618146.6067326,0.00095597800000000001,0.0011320760000000001,nan,nan,1786618146.6054678,1786618146.6052918,nan,nan
1786618147.6262646,0.00069581600000000003,0.00083728899999999996,nan,nan,1786618147.6252985,1786618147.6251571,nan,nan
1786618148.6266971,0.001011851,0.0012025409999999999,nan,nan,1786618148.6253829,1786618148.6251922,nan,nan
1786618149.6267405,0.00080144899999999998,0.000969611,nan,nan,1786618149.6256661,1786618149.6254978,nan,nan
1786618150.6461465,0.00064275900000000002,0.00075111199999999996,nan,nan,1786618150.6452603,1786618150.6451519,nan,nan
1786618151.6668372,0.0010561399999999999,0.0012370059999999999,nan,nan,1786618151.6655409,1786618151.66536,nan,nan
1786618152.681541,0.00070992799999999997,0.00087210599999999999,nan,nan,1786618152.6806722,1786618152.68051,nan,nan
1786618153.6868386,0.001088524,0.001303886,nan,nan,1786618153.6855514,1786618153.6853359,nan,nan
1786618154.7063873,0.00074656799999999997,0.00087703300000000004,nan,nan,1786618154.705384,1786618154.7052536,nan,nan
1786618155.7066891,0.00089578499999999996,0.0010260270000000001,nan,nan,1786618155.7054665,1786618155.7053366,nan,nan
1786618156.896116,0.00088593000000000005,0.001124108,nan,0.22761595300000001,1786618156.6656542,1786618156.6654162,nan,1786618156.6656542
1786618157.8995349,0.00062442300000000004,0.00072647200000000003,0.21518311100000001,0.0033849969999999998,1786618157.8854926,1786618157.8853903,1786618156.6834688,1786618157.8854926
1786618158.9021811,0.00079632800000000001,0.00097652199999999996,0.21518311100000001,0.01363439,1786618158.8856556,1786618158.8854756,1786618156.6834688,1786618158.8856556
1786618159.9102638,0.00075837599999999995,0.00090052199999999995,0.21518311100000001,0.01317333,1786618159.8854852,1786618159.8853431,1786618156.6834688,1786618159.8854852
1786618160.9116275,0.00075405700000000003,0.00087031399999999996,0.21518311100000001,0.0032687409999999999,1786618160.9054658,1786618160.9053497,1786618156.6834688,1786618160.9054658
1786618161.9213848,0.00047466199999999999,0.005746976,0.21518311100000001,0.012109159,1786618161.9066579,1786618161.9013858,1786618156.6834688,1786618161.9066579
1786618162.9223421,0.00091076199999999996,0.001004715,0.21518311100000001,0.013004529000000001,1786618162.9055338,1786618162.9054399,1786618156.6834688,1786618162.9055338
1786618163.9256344,0.00043952500000000002,0.0058037770000000004,0.21518311100000001,0.014616387,1786618163.9058974,1786618163.9005332,1786618156.6834688,1786618163.9058974
1786618164.9336214,0.00073037600000000003,0.00084183299999999995,0.21518311100000001,0.0082268440000000005,1786618164.9209082,1786618164.9207966,1786618156.6834688,1786618164.9209082
1786618165.9435792,0.0011363969999999999,0.001269966,0.21518311100000001,0.0143488,1786618165.9256842,1786618165.9255507,1786618156.6834688,1786618165.9256842
1786618166.9501772,0.001170445,0.001319183,0.21518311100000001,0.013182899,1786618166.9256179,1786618166.9254692,1786618156.6834688,1786618166.9256179
1786618167.9511588,0.00060000699999999995,0.00070877600000000005,0.21518311100000001,0.0040635660000000002,1786618167.925612,1786618167.9255033,1786618156.6834688,1786618167.925612
1786618168.961926,0.00085053799999999997,0.00095725900000000002,0.21518311100000001,0.013230515999999999,1786618168.9456296,1786618168.945523,1786618156.6834688,1786618168.9456296
1786618169.9637456,0.00071716,0.00087293799999999997,0.21518311100000001,0.014015421,1786618169.9457188,1786618169.9455631,1786618156.6834688,1786618169.9457188
1786618170.9663377,0.00052678999999999996,0.00061808700000000002,0.21518311100000001,0.013382359,1786618170.965625,1786618170.965534,1786618156.6834688,1786618170.9462492
