ros_time,msg_stamp,selected_mode,selected_wz,vesc_wz,livox_wz,livox_wz_raw,livox_bias_wz,vesc_weight,livox_weight,vesc_valid,livox_valid,fallback_used,vesc_header_stamp,livox_header_stamp,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1786618069.6918705,1786618069.6915753,vesc,-0.00085071859216152813,-0.00085071859216152813,nan,nan,0.01,1,0,1,0,0,1786618069.6915753,nan,0.0019820149891021394,-0.0013487985056653618,-0.00085071859216152813,-0.044348108514070894,0.068652125367055561,9.7017801476918066
1786618069.7102327,1786618069.7099497,vesc,0.00019520762730820652,0.00019520762730820652,nan,nan,0.01,1,0,1,0,0,1786618069.7099497,nan,-0.00016086117162459086,0.00077892676517233987,0.00019520762730820652,-0.085264513423743971,0.10268569934760663,9.5145674972526422
1786618069.7303431,1786618069.7300181,vesc,0.00019234440404346486,0.00019234440404346486,nan,nan,0.01,1,0,1,0,0,1786618069.7300181,nan,-0.00016086117162459086,-0.00028633454996745305,0.00019234440404346486,-0.091514876590253813,0.049660916291976775,9.6389015267618561
1786618069.7501981,1786618069.7499404,vesc,0.0012518052164896727,0.0012518052164896727,nan,nan,0.01,1,0,1,0,0,1786618069.7499404,nan,-0.00017335514220734541,-0.002419717997824272,0.0012518052164896727,-0.081879276913221943,0.049673451261067925,9.6342237540397946
1786618069.7706974,1786618069.7700675,vesc,-0.00087284285493222644,-0.00087284285493222644,nan,nan,0.01,1,0,1,0,0,1786618069.7700675,nan,-0.00014836720104183631,-0.00028347165179561784,-0.00087284285493222644,-0.053084844926479136,0.11195572925915442,9.6299389142263863
1786618069.7904463,1786618069.7900343,vesc,0.00017698743776100315,0.00017698743776100315,nan,nan,0.01,1,0,1,0,0,1786618069.7900343,nan,-0.0012260522666965789,-0.001351561535296319,0.00017698743776100315,-0.11450837704279859,0.083410681030656519,9.5572860871936882
1786618069.8103178,1786618069.8099442,vesc,-0.00086997969668606593,-0.00086997969668606593,nan,nan,0.01,1,0,1,0,0,1786618069.8099442,nan,-0.00014836720104183631,0.00078178966334417502,-0.00086997969668606593,-0.048856924105372457,0.097456753436528487,9.6778533402184621
1786618069.8303268,1786618069.8299603,vesc,-0.0019226731801347467,-0.0019226731801347467,nan,nan,0.01,1,0,1,0,0,1786618069.8299603,nan,0.00092931734446425576,0.00078461823170508345,-0.0019226731801347467,-0.11011192849584983,0.088110417357452064,9.5908830203267144
1786618069.850806,1786618069.8499718,vesc,-0.0008564450386910115,-0.0008564450386910115,nan,nan,0.01,1,0,1,0,0,1786618069.8499718,nan,0.0019820149891021394,-0.0034793200956476466,-0.0008564450386910115,-0.091851950314487674,0.092693867177985112,9.6677551983547119
1786618069.8685148,1786618069.8672945,vesc,-0.00087570614321554941,-0.00087570614321554941,nan,nan,0.01,1,0,1,0,0,1786618069.8672945,nan,-0.00014836720104183631,-0.0013487319266381099,-0.00087570614321554941,-0.076359240149218799,0.12169099655850069,9.5722070127338839
