t_now_sec,delay_imu_s,delay_vesc_s,delay_lidar_s,delay_gyro_twist_s,stamp_imu_sec,stamp_vesc_sec,stamp_lidar_sec,stamp_gyro_twist_sec
1786619457.2119284,0.000801423,0.025571144000000001,nan,nan,1786619457.2107537,1786619457.1859839,nan,nan
1786619458.2317519,0.00095608300000000004,0.0011444210000000001,nan,nan,1786619458.230485,1786619458.2302966,nan,nan
1786619459.2512488,0.00084914300000000001,0.00102411,nan,nan,1786619459.2501831,1786619459.2500083,nan,nan
1786619460.2516856,0.0012340579999999999,0.001444571,nan,nan,1786619460.250026,1786619460.2498155,nan,nan
1786619461.2709036,0.00042042099999999998,0.0058824760000000002,nan,nan,1786619461.2700608,1786619461.2645988,nan,nan
1786619462.2711923,0.001215846,0.0014360880000000001,nan,nan,1786619462.2696586,1786619462.2694385,nan,nan
1786619463.290626,0.000948485,0.0011583629999999999,nan,nan,1786619463.2893734,1786619463.2891636,nan,nan
1786619464.2912085,0.001607792,0.0018175450000000001,nan,nan,1786619464.2892537,1786619464.2890437,nan,nan
1786619465.3103611,0.00079175999999999997,0.00097457499999999999,nan,nan,1786619465.309226,1786619465.3090432,nan,nan
1786619466.3302093,0.00059541599999999998,0.0059780329999999998,nan,nan,1786619466.329252,1786619466.3238695,nan,nan
1786619467.3454928,0.0013020219999999999,0.001591702,nan,nan,1786619467.3439126,1786619467.3436229,nan,nan
1786619468.3496895,0.00081919600000000001,0.0010094380000000001,nan,nan,1786619468.348593,1786619468.3484027,nan,nan
1786619469.3703158,0.001465917,0.001680668,nan,nan,1786619469.368541,1786619469.3683262,nan,nan
1786619470.3892064,0.00065548600000000005,0.0059522009999999998,nan,nan,1786619470.3882177,1786619470.382921,nan,nan
1786619471.389266,0.00096888499999999995,0.001157754,nan,nan,1786619471.3879566,1786619471.387768,nan,nan
1786619472.4080348,0.002239338,0.0027090970000000002,nan,nan,1786619472.4054363,1786619472.4049664,nan,nan
1786619473.4086976,0.00083624000000000003,0.0010055610000000001,nan,nan,1786619473.4076276,1786619473.4074581,nan,nan
1786619474.4090469,0.0011103840000000001,0.001305079,nan,nan,1786619474.4075596,1786619474.4073648,nan,nan
1786619475.4285202,0.00097299799999999998,0.0011452960000000001,nan,nan,1786619475.4273145,1786619475.4271421,nan,nan
1786619476.4287887,0.001218347,0.001390198,nan,nan,1786619476.4273014,1786619476.4271295,nan,nan
1786619477.4485903,0.00089445400000000004,0.0011085730000000001,nan,nan,1786619477.4473426,1786619477.4471285,nan,nan
1786619478.4640555,0.0014562170000000001,0.0016154629999999999,nan,nan,1786619478.4622581,1786619478.4620988,nan,nan
1786619479.4687269,0.0012028099999999999,0.001371943,nan,nan,1786619479.4668994,1786619479.4667304,nan,nan
