it,alpha_cvar,alpha_pow,ent_cvar,ent_pow,pstd_a_steer,pstd_a_thr,qspread_a,pstd_b_steer,pstd_b_thr,qspread_b,v_cap,k_slip,mu_min,mu_max,r_a,r_b,term,off_a,off_b,crash_a,crash_b,flip_a,flip_b,spun_a,spun_b,obs_a,obs_b
5200,0.5251,0.5224,-7.5787,-7.3984,0.0148,0.0000,0.3492,0.0131,0.0019,0.2374,6.07,0.101,0.550,0.850,0.0026,0.0118,0.0042,0.00098,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00073
5400,0.5251,0.5224,-7.5787,-7.3984,0.0187,0.0000,0.3866,0.0132,0.0015,0.2375,6.07,0.101,0.550,0.850,0.0150,0.0162,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5600,0.5297,0.5261,-7.5970,-7.4499,0.0173,0.0000,0.3554,0.0127,0.0030,0.2207,6.07,0.101,0.550,0.850,0.0076,0.0124,0.0034,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00098
5800,0.5297,0.5261,-7.5970,-7.4499,0.0149,0.0003,0.3885,0.0142,0.0021,0.2634,6.08,0.101,0.550,0.850,0.0083,0.0089,0.0037,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00195
6000,0.5297,0.5261,-7.5970,-7.4499,0.0159,0.0000,0.3791,0.0142,0.0049,0.2395,6.08,0.102,0.550,0.850,0.0053,0.0028,0.0049,0.00098,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00195
6200,0.5351,0.5302,-7.6190,-7.1869,0.0143,0.0000,0.3522,0.0141,0.0072,0.2545,6.08,0.102,0.550,0.850,0.0070,0.0148,0.0022,0.00073,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00049
6400,0.5351,0.5302,-7.6190,-7.1869,0.0124,0.0000,0.3866,0.0144,0.0076,0.2748,6.09,0.102,0.550,0.850,0.0066,0.0139,0.0032,0.00098,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00049
6600,0.5379,0.5343,-7.6304,-6.7504,0.0157,0.0000,0.3731,0.0133,0.0053,0.2823,6.09,0.102,0.550,0.850,0.0089,0.0077,0.0039,0.00049,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00195
6800,0.5379,0.5343,-7.6304,-6.7504,0.0142,0.0000,0.3952,0.0136,0.0074,0.2354,6.09,0.102,0.550,0.850,0.0107,0.0055,0.0037,0.00000,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00195
7000,0.5379,0.5343,-7.6304,-6.7504,0.0139,0.0000,0.3805,0.0135,0.0068,0.2889,6.09,0.102,0.550,0.850,0.0035,0.0130,0.0027,0.00024,0.00024,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00073,0.00122
7200,0.5379,0.5379,-7.6789,-6.7581,0.0146,0.0000,0.4009,0.0135,0.0136,0.2873,6.10,0.102,0.550,0.850,0.0186,0.0227,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
7400,0.5379,0.5379,-7.6789,-6.7581,0.0151,0.0000,0.3956,0.0132,0.0143,0.2758,6.10,0.102,0.550,0.850,0.0074,0.0170,0.0027,0.00073,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00146
7600,0.5379,0.5379,-7.5773,-6.3152,0.0128,0.0000,0.3972,0.0120,0.0167,0.2432,6.10,0.102,0.550,0.850,0.0058,0.0025,0.0056,0.00000,0.00146,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00098,0.00244
7800,0.5379,0.5379,-7.5773,-6.3152,0.0166,0.0000,0.4048,0.0121,0.0152,0.2770,6.10,0.102,0.550,0.850,-0.0029,0.0137,0.0046,0.00122,0.00073,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00073,0.00171
8000,0.5379,0.5379,-7.5773,-6.3152,0.0127,0.0000,0.3569,0.0140,0.0182,0.3024,6.11,0.102,0.550,0.850,-0.0058,0.0158,0.0054,0.00098,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00146
8200,0.5379,0.5379,-7.5774,-6.3191,0.0166,0.0000,0.4124,0.0130,0.0158,0.2570,6.11,0.102,0.550,0.850,0.0016,0.0201,0.0034,0.00098,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00146
8400,0.5379,0.5379,-7.5774,-6.3191,0.0148,0.0000,0.3789,0.0152,0.0222,0.2547,6.11,0.102,0.550,0.850,0.0048,0.0073,0.0046,0.00049,0.00098,0.00000,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220
8600,0.5379,0.5379,-7.6263,-6.1072,0.0121,0.0000,0.3795,0.0135,0.0183,0.2420,6.11,0.102,0.550,0.850,-0.0096,0.0141,0.0063,0.00146,0.00220,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00122,0.00098
8800,0.5379,0.5379,-7.6263,-6.1072,0.0129,0.0000,0.3582,0.0138,0.0185,0.2263,6.12,0.102,0.550,0.850,-0.0098,-0.0054,0.0090,0.00220,0.00391,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00049,0.00195
9000,0.5379,0.5379,-7.6263,-6.1072,0.0133,0.0000,0.3682,0.0124,0.0154,0.2599,6.12,0.102,0.550,0.850,0.0191,0.0324,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9200,0.5379,0.5379,-7.6509,-6.0249,0.0152,0.0000,0.3549,0.0137,0.0166,0.2330,6.12,0.102,0.550,0.850,-0.0021,0.0016,0.0066,0.00073,0.00269,0.00000,0.00049,0.00000,0.00000,0.00000,0.00049,0.00049,0.00171
9400,0.5379,0.5379,-7.6509,-6.0249,0.0164,0.0000,0.3532,0.0146,0.0183,0.2244,6.13,0.102,0.550,0.850,-0.0084,-0.0062,0.0073,0.00098,0.00366,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00049,0.00195
9600,0.5379,0.5379,-7.7114,-5.9920,0.0126,0.0000,0.3058,0.0183,0.0184,0.2311,6.13,0.102,0.550,0.850,-0.0162,0.0039,0.0081,0.00269,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00098,0.00146
9800,0.5379,0.5379,-7.7114,-5.9920,0.0124,0.0000,0.3838,0.0193,0.0171,0.2600,6.13,0.102,0.550,0.850,-0.0093,-0.0127,0.0090,0.00146,0.00537,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00195
10000,0.5379,0.5379,-7.7114,-5.9920,0.0149,0.0004,0.3963,0.0225,0.0170,0.2915,6.13,0.103,0.550,0.850,-0.0164,-0.0047,0.0085,0.00269,0.00415,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00146
10200,0.5379,0.5379,-7.4972,-5.7192,0.0150,0.0001,0.3904,0.0222,0.0150,0.2529,6.14,0.103,0.550,0.850,-0.0129,-0.0076,0.0083,0.00146,0.00391,0.00000,0.00024,0.00000,0.00000,0.00000,0.00024,0.00049,0.00195
10400,0.5379,0.5379,-7.4972,-5.7192,0.0155,0.0002,0.4574,0.0268,0.0205,0.2510,6.14,0.103,0.550,0.850,-0.0172,-0.0026,0.0083,0.00195,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00195
10600,0.5379,0.5379,-7.5640,-5.7288,0.0150,0.0000,0.4254,0.0282,0.0229,0.2378,6.14,0.103,0.550,0.850,-0.0121,0.0009,0.0071,0.00146,0.00439,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00024,0.00049
10800,0.5379,0.5379,-7.5640,-5.7288,0.0147,0.0032,0.3956,0.0218,0.0181,0.2013,6.14,0.103,0.550,0.849,0.0214,0.0407,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11000,0.5379,0.5379,-7.5640,-5.7288,0.0141,0.0011,0.3946,0.0319,0.0234,0.2678,6.15,0.103,0.550,0.849,-0.0198,0.0055,0.0090,0.00366,0.00342,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00024,0.00146
11200,0.5379,0.5374,-7.4930,-5.2519,0.0176,0.0000,0.4364,0.0468,0.0237,0.2395,6.15,0.103,0.550,0.849,-0.0203,0.0018,0.0088,0.00293,0.00342,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220
11400,0.5379,0.5374,-7.4930,-5.2519,0.0149,0.0036,0.4801,0.0291,0.0239,0.2410,6.15,0.103,0.550,0.849,-0.0319,0.0075,0.0103,0.00293,0.00220,0.00000,0.00049,0.00000,0.00000,0.00024,0.00000,0.00171,0.00269
11600,0.5379,0.5360,-7.3781,-5.2654,0.0208,0.0000,0.4169,0.0323,0.0237,0.2608,6.15,0.103,0.550,0.849,-0.0219,0.0050,0.0093,0.00317,0.00293,0.00000,0.00122,0.00000,0.00000,0.00024,0.00000,0.00024,0.00146
11800,0.5379,0.5360,-7.3781,-5.2654,0.0207,0.0037,0.4349,0.0401,0.0347,0.2513,6.16,0.103,0.550,0.850,-0.0192,0.0228,0.0068,0.00317,0.00122,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00049,0.00146
12000,0.5379,0.5360,-7.3781,-5.2654,0.0240,0.0007,0.4872,0.0307,0.0245,0.2203,6.16,0.103,0.550,0.850,-0.0218,0.0158,0.0090,0.00317,0.00342,0.00000,0.00024,0.00000,0.00000,0.00024,0.00000,0.00073,0.00122
12200,0.5379,0.5338,-7.3019,-5.3974,0.0201,0.0066,0.3629,0.0276,0.0211,0.2521,6.16,0.103,0.550,0.850,-0.0262,0.0219,0.0085,0.00391,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00146
12400,0.5379,0.5338,-7.3019,-5.3974,0.0271,0.0026,0.4258,0.0296,0.0298,0.1934,6.17,0.103,0.550,0.850,-0.0145,0.0034,0.0095,0.00317,0.00317,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00049,0.00220
12600,0.5379,0.5310,-7.1185,-5.3890,0.0219,0.0027,0.4619,0.0366,0.0252,0.2110,6.17,0.103,0.550,0.850,0.0211,0.0488,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12800,0.5379,0.5310,-7.1185,-5.3890,0.0200,0.0035,0.4739,0.0296,0.0273,0.2278,6.17,0.103,0.550,0.850,0.0003,0.0082,0.0073,0.00171,0.00317,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00195
13000,0.5379,0.5310,-7.1185,-5.3890,0.0246,0.0001,0.4749,0.0314,0.0246,0.2460,6.17,0.103,0.550,0.850,-0.0059,0.0160,0.0078,0.00317,0.00122,0.00024,0.00073,0.00000,0.00000,0.00000,0.00024,0.00024,0.00195
13200,0.5379,0.5276,-7.2254,-5.4685,0.0331,0.0041,0.4641,0.0249,0.0261,0.2871,6.18,0.103,0.550,0.850,-0.0014,0.0269,0.0061,0.00220,0.00195,0.00000,0.00024,0.00000,0.00000,0.00024,0.00000,0.00024,0.00122
13400,0.5379,0.5276,-7.2254,-5.4685,0.0362,0.0044,0.4723,0.0314,0.0232,0.2823,6.18,0.103,0.550,0.850,-0.0027,0.0072,0.0098,0.00342,0.00317,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00269
13600,0.5379,0.5238,-7.1903,-5.5226,0.0295,0.0058,0.4837,0.0223,0.0273,0.3087,6.18,0.103,0.550,0.850,0.0057,0.0331,0.0046,0.00098,0.00098,0.00000,0.00049,0.00000,0.00000,0.00000,0.00024,0.00122,0.00073
13800,0.5379,0.5238,-7.1903,-5.5226,0.0250,0.0052,0.4217,0.0362,0.0263,0.2789,6.18,0.103,0.550,0.850,0.0098,-0.0027,0.0088,0.00122,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00073,0.00269
14000,0.5379,0.5238,-7.1903,-5.5226,0.0249,0.0227,0.4880,0.0277,0.0261,0.2494,6.19,0.104,0.550,0.850,0.0144,0.0234,0.0056,0.00146,0.00146,0.00000,0.00049,0.00000,0.00000,0.00049,0.00000,0.00000,0.00171
14200,0.5379,0.5196,-5.9632,-5.4342,0.0272,0.0119,0.3947,0.0442,0.0350,0.2591,6.19,0.104,0.550,0.850,0.0130,0.0043,0.0081,0.00098,0.00317,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00073,0.00244
14400,0.5379,0.5196,-5.9632,-5.4342,0.0209,0.0137,0.4605,0.0228,0.0246,0.2492,6.19,0.104,0.550,0.850,0.0284,0.0563,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14600,0.5379,0.5149,-6.2200,-5.4454,0.0217,0.0111,0.4211,0.0286,0.0334,0.3055,6.19,0.104,0.550,0.850,0.0098,0.0199,0.0068,0.00146,0.00244,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00098,0.00171
14800,0.5379,0.5149,-6.2200,-5.4454,0.0181,0.0109,0.4188,0.0264,0.0259,0.2835,6.20,0.104,0.550,0.850,0.0074,0.0136,0.0073,0.00220,0.00195,0.00000,0.00073,0.00000,0.00000,0.00000,0.00024,0.00024,0.00195
15000,0.5379,0.5149,-6.2200,-5.4454,0.0224,0.0158,0.3801,0.0376,0.0316,0.2928,6.20,0.104,0.550,0.850,0.0055,0.0253,0.0059,0.00171,0.00098,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00098,0.00171
15200,0.5379,0.5099,-6.1477,-5.3906,0.0229,0.0159,0.4557,0.0244,0.0277,0.2808,6.20,0.104,0.550,0.850,0.0145,0.0143,0.0066,0.00073,0.00244,0.00024,0.00049,0.00000,0.00000,0.00024,0.00024,0.00024,0.00195
15400,0.5379,0.5099,-6.1477,-5.3906,0.0226,0.0145,0.3977,0.0225,0.0273,0.3476,6.21,0.104,0.550,0.850,0.0175,0.0268,0.0044,0.00073,0.00171,0.00000,0.00024,0.00000,0.00000,0.00000,0.00024,0.00049,0.00098
15600,0.5379,0.5046,-6.2212,-5.5198,0.0240,0.0169,0.3596,0.0260,0.0246,0.3085,6.21,0.104,0.550,0.850,0.0214,0.0200,0.0044,0.00000,0.00122,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00073,0.00171
15800,0.5379,0.5046,-6.2212,-5.5198,0.0230,0.0135,0.3583,0.0232,0.0286,0.3219,6.21,0.104,0.550,0.850,0.0131,0.0178,0.0059,0.00049,0.00171,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00146,0.00195
16000,0.5379,0.5046,-6.2212,-5.5198,0.0233,0.0174,0.3746,0.0294,0.0333,0.2827,6.21,0.104,0.550,0.850,0.0077,0.0193,0.0081,0.00146,0.00269,0.00024,0.00024,0.00000,0.00000,0.00024,0.00024,0.00146,0.00146
16200,0.5379,0.4989,-6.1230,-5.3332,0.0232,0.0158,0.3721,0.0218,0.0258,0.2482,6.22,0.104,0.550,0.850,0.0351,0.0615,0.0002,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16400,0.5379,0.4989,-6.1230,-5.3332,0.0258,0.0123,0.3285,0.0269,0.0332,0.3094,6.22,0.104,0.550,0.850,0.0056,-0.0069,0.0100,0.00220,0.00317,0.00000,0.00146,0.00000,0.00000,0.00049,0.00024,0.00073,0.00171
16600,0.5379,0.4930,-5.9656,-5.4612,0.0211,0.0149,0.3394,0.0221,0.0299,0.2786,6.22,0.104,0.550,0.850,0.0121,0.0120,0.0076,0.00171,0.00293,0.00000,0.00024,0.00000,0.00000,0.00000,0.00024,0.00073,0.00171
16800,0.5379,0.4930,-5.9656,-5.4612,0.0259,0.0132,0.3215,0.0217,0.0318,0.2995,6.22,0.104,0.550,0.850,0.0128,0.0163,0.0068,0.00122,0.00171,0.00000,0.00073,0.00000,0.00000,0.00000,0.00024,0.00122,0.00171
17000,0.5379,0.4930,-5.9656,-5.4612,0.0232,0.0155,0.3276,0.0218,0.0201,0.2881,6.23,0.104,0.550,0.850,0.0084,0.0153,0.0071,0.00098,0.00220,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00220,0.00098
17200,0.5379,0.4869,-5.9573,-5.4150,0.0235,0.0156,0.2970,0.0210,0.0272,0.2998,6.23,0.104,0.550,0.850,0.0190,0.0266,0.0049,0.00049,0.00171,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00098,0.00122
17400,0.5379,0.4869,-5.9573,-5.4150,0.0287,0.0189,0.2657,0.0323,0.0357,0.3300,6.23,0.104,0.550,0.850,0.0216,0.0091,0.0061,0.00049,0.00293,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00073,0.00146
17600,0.5379,0.4807,-5.8759,-5.5244,0.0219,0.0167,0.3206,0.0254,0.0261,0.3386,6.23,0.104,0.550,0.850,0.0106,0.0049,0.0085,0.00171,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00098,0.00171
17800,0.5379,0.4807,-5.8759,-5.5244,0.0268,0.0131,0.3095,0.0232,0.0261,0.3165,6.24,0.104,0.550,0.850,0.0194,0.0071,0.0068,0.00024,0.00342,0.00024,0.00049,0.00000,0.00000,0.00024,0.00024,0.00098,0.00098
18000,0.5379,0.4807,-5.8759,-5.5244,0.0199,0.0203,0.2891,0.0210,0.0270,0.3131,6.24,0.105,0.550,0.850,0.0397,0.0645,0.0015,0.00049,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18200,0.5379,0.4742,-5.7899,-5.3798,0.0265,0.0201,0.2907,0.0222,0.0269,0.2698,6.24,0.105,0.550,0.850,0.0174,0.0108,0.0068,0.00146,0.00366,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00073,0.00024
18400,0.5379,0.4742,-5.7899,-5.3798,0.0255,0.0198,0.2920,0.0333,0.0299,0.3400,6.25,0.105,0.550,0.850,0.0114,-0.0033,0.0098,0.00195,0.00342,0.00000,0.00098,0.00000,0.00000,0.00049,0.00049,0.00049,0.00195
18600,0.5379,0.4677,-5.7985,-5.4773,0.0197,0.0165,0.2511,0.0385,0.0348,0.3458,6.25,0.105,0.550,0.850,0.0069,-0.0194,0.0127,0.00220,0.00439,0.00000,0.00073,0.00000,0.00000,0.00000,0.00024,0.00195,0.00317
18800,0.5379,0.4677,-5.7985,-5.4773,0.0230,0.0201,0.2769,0.0296,0.0292,0.2996,6.25,0.105,0.550,0.850,0.0225,0.0050,0.0071,0.00122,0.00366,0.00000,0.00024,0.00000,0.00000,0.00000,0.00049,0.00049,0.00098
19000,0.5379,0.4677,-5.7985,-5.4773,0.0226,0.0195,0.3114,0.0276,0.0326,0.3401,6.25,0.105,0.550,0.850,0.0253,0.0036,0.0078,0.00049,0.00269,0.00000,0.00098,0.00000,0.00000,0.00000,0.00024,0.00098,0.00244
19200,0.5379,0.4610,-5.5716,-5.3894,0.0257,0.0210,0.2463,0.0264,0.0347,0.3184,6.26,0.105,0.550,0.850,0.0244,-0.0046,0.0090,0.00098,0.00439,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00073,0.00269
19400,0.5379,0.4610,-5.5716,-5.3894,0.0252,0.0235,0.3036,0.0270,0.0322,0.3914,6.26,0.105,0.550,0.850,0.0136,0.0214,0.0083,0.00171,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00146
19600,0.5378,0.4542,-5.6926,-5.3548,0.0230,0.0204,0.2908,0.0391,0.0463,0.3075,6.26,0.105,0.550,0.850,0.0155,0.0150,0.0098,0.00146,0.00439,0.00024,0.00024,0.00000,0.00000,0.00000,0.00073,0.00098,0.00171
19800,0.5378,0.4542,-5.6926,-5.3548,0.0199,0.0182,0.3116,0.0370,0.0282,0.3195,6.26,0.105,0.550,0.850,0.0439,0.0444,0.0042,0.00024,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20000,0.5378,0.4542,-5.6926,-5.3548,0.0242,0.0226,0.2783,0.0326,0.0309,0.3539,6.27,0.105,0.550,0.850,0.0114,0.0217,0.0078,0.00171,0.00244,0.00000,0.00024,0.00000,0.00000,0.00024,0.00000,0.00122,0.00195
