it,alpha_cvar,alpha_pow,ent_cvar,ent_pow,pstd_a_steer,pstd_a_thr,qspread_a,pstd_b_steer,pstd_b_thr,qspread_b,v_cap,k_slip,mu_min,mu_max,r_a,r_b,term,off_a,off_b,crash_a,crash_b,flip_a,flip_b,spun_a,spun_b,obs_a,obs_b
209400,0.0446,0.5379,-6.3641,-6.4338,0.0167,0.0270,1.4355,0.0147,0.0212,0.6719,8.79,0.152,0.700,0.950,0.0758,0.0717,0.0051,0.00073,0.00073,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00146,0.00195
209600,0.0447,0.5379,-6.3474,-6.5557,0.0168,0.0285,1.3861,0.0155,0.0182,0.6875,8.79,0.152,0.700,0.950,0.0699,0.0830,0.0046,0.00098,0.00049,0.00000,0.00000,0.00000,0.00000,0.00049,0.00000,0.00195,0.00098
209800,0.0447,0.5379,-6.3474,-6.5557,0.0138,0.0276,1.7145,0.0274,0.0260,0.7184,8.80,0.152,0.700,0.950,0.0741,0.0668,0.0066,0.00049,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00220
210000,0.0447,0.5379,-6.3474,-6.5557,0.0147,0.0283,1.3910,0.0175,0.0250,0.7635,8.80,0.153,0.700,0.950,0.0808,0.0705,0.0049,0.00122,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00073,0.00269
210200,0.0449,0.5379,-6.4707,-6.5907,0.0146,0.0254,1.4902,0.0182,0.0165,0.6601,8.80,0.153,0.700,0.950,0.0599,0.0847,0.0049,0.00122,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00122
210400,0.0449,0.5379,-6.4707,-6.5907,0.0108,0.0254,1.5716,0.0297,0.0328,0.8885,8.81,0.153,0.700,0.950,0.0901,0.1193,0.0012,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00024
210600,0.0451,0.5379,-6.5486,-6.4731,0.0226,0.0290,1.3270,0.0135,0.0139,0.7389,8.81,0.153,0.700,0.950,0.0628,0.0545,0.0061,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00366
210800,0.0451,0.5379,-6.5486,-6.4731,0.0103,0.0186,1.5273,0.0305,0.0170,0.7536,8.81,0.153,0.700,0.950,0.0743,0.0474,0.0066,0.00073,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00317
211000,0.0451,0.5379,-6.5486,-6.4731,0.0170,0.0276,1.7654,0.0205,0.0373,0.6778,8.81,0.153,0.700,0.950,0.0664,0.0823,0.0063,0.00073,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00317,0.00220
211200,0.0453,0.5379,-6.3624,-6.4070,0.0192,0.0462,1.2961,0.0161,0.0286,0.8067,8.82,0.153,0.700,0.950,0.0759,0.0637,0.0076,0.00024,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00293,0.00317
211400,0.0453,0.5379,-6.3624,-6.4070,0.0172,0.0240,1.3135,0.0211,0.0278,0.6027,8.82,0.153,0.700,0.950,0.0494,0.0441,0.0088,0.00171,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00269,0.00293
211600,0.0455,0.5379,-6.2630,-6.4347,0.0136,0.0273,1.4195,0.0327,0.0241,0.7230,8.82,0.153,0.700,0.950,0.0867,0.0490,0.0061,0.00073,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00342
211800,0.0455,0.5379,-6.2630,-6.4347,0.0164,0.0222,1.3333,0.0118,0.0330,0.7006,8.82,0.153,0.700,0.950,0.0741,0.0788,0.0049,0.00049,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00098
212000,0.0455,0.5379,-6.2630,-6.4347,0.0158,0.0319,1.5702,0.0144,0.0311,0.7003,8.83,0.153,0.700,0.950,0.0844,0.0474,0.0049,0.00049,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00317
212200,0.0456,0.5379,-6.2146,-6.4788,0.0102,0.0274,1.5707,0.0107,0.0189,1.0259,8.83,0.153,0.700,0.950,0.0890,0.1199,0.0020,0.00073,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00000
212400,0.0456,0.5379,-6.2146,-6.4788,0.0158,0.0304,1.4636,0.0121,0.0309,0.6914,8.83,0.153,0.700,0.950,0.0409,0.0573,0.0076,0.00171,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00342
212600,0.0458,0.5379,-6.3538,-6.4010,0.0151,0.0354,1.3405,0.0148,0.0162,0.9225,8.83,0.153,0.700,0.950,0.0860,0.0797,0.0046,0.00000,0.00122,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00171,0.00146
212800,0.0458,0.5379,-6.3538,-6.4010,0.0154,0.0237,1.5644,0.0137,0.0177,0.5622,8.84,0.153,0.700,0.950,0.0631,0.0612,0.0083,0.00122,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00317,0.00269
213000,0.0458,0.5379,-6.3538,-6.4010,0.0168,0.0239,1.5426,0.0191,0.0358,0.7221,8.84,0.153,0.700,0.950,0.0769,0.0622,0.0054,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00244
213200,0.0459,0.5379,-6.4373,-6.6306,0.0133,0.0202,1.3577,0.0266,0.0219,0.5350,8.84,0.153,0.700,0.950,0.0635,0.0625,0.0056,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00220,0.00244
213400,0.0459,0.5379,-6.4373,-6.6306,0.0194,0.0316,1.5399,0.0226,0.0257,0.6603,8.85,0.153,0.700,0.950,0.0663,0.0794,0.0059,0.00146,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00220
213600,0.0461,0.5379,-6.4192,-6.5179,0.0140,0.0334,1.3774,0.0130,0.0407,0.6479,8.85,0.153,0.700,0.950,0.0553,0.0690,0.0083,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00439,0.00317
213800,0.0461,0.5379,-6.4192,-6.5179,0.0133,0.0218,1.6514,0.0191,0.0295,0.6588,8.85,0.153,0.700,0.950,0.0867,0.0782,0.0044,0.00024,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00220
214000,0.0461,0.5379,-6.4192,-6.5179,0.0163,0.0273,1.7784,0.0217,0.0317,0.8758,8.85,0.154,0.700,0.950,0.0935,0.1202,0.0012,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00024
214200,0.0463,0.5379,-6.4722,-6.3492,0.0178,0.0330,1.3993,0.0227,0.0321,0.6583,8.86,0.154,0.700,0.950,0.0613,0.0557,0.0073,0.00049,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00317
214400,0.0463,0.5379,-6.4722,-6.3492,0.0141,0.0169,1.4775,0.0117,0.0260,0.5937,8.86,0.154,0.700,0.950,0.0818,0.0579,0.0066,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00171,0.00391
214600,0.0465,0.5379,-6.3559,-6.5386,0.0142,0.0244,1.4293,0.0206,0.0243,0.5221,8.86,0.154,0.700,0.950,0.0665,0.0794,0.0056,0.00049,0.00098,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00244,0.00146
214800,0.0465,0.5379,-6.3559,-6.5386,0.0172,0.0272,1.3792,0.0114,0.0159,0.7213,8.86,0.154,0.700,0.950,0.0768,0.0872,0.0049,0.00098,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00122
215000,0.0465,0.5379,-6.3559,-6.5386,0.0158,0.0311,1.5030,0.0123,0.0461,0.6902,8.87,0.154,0.700,0.950,0.0653,0.0544,0.0076,0.00122,0.00122,0.00000,0.00000,0.00000,0.00000,0.00049,0.00000,0.00171,0.00317
215200,0.0466,0.5379,-6.2305,-6.6642,0.0151,0.0215,1.3550,0.0168,0.0216,0.7232,8.87,0.154,0.700,0.950,0.0622,0.0666,0.0076,0.00098,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00317,0.00244
215400,0.0466,0.5379,-6.2305,-6.6642,0.0245,0.0398,1.3271,0.0192,0.0187,0.7667,8.87,0.154,0.700,0.950,0.0634,0.0690,0.0071,0.00098,0.00073,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00244,0.00269
215600,0.0468,0.5379,-6.2560,-6.3492,0.0100,0.0275,1.2930,0.0261,0.0204,0.5864,8.87,0.154,0.700,0.950,0.0698,0.0625,0.0073,0.00073,0.00171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00269
215800,0.0468,0.5379,-6.2560,-6.3492,0.0126,0.0290,1.9268,0.0170,0.0337,0.6964,8.88,0.154,0.700,0.950,0.0815,0.1183,0.0029,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00049
216000,0.0468,0.5379,-6.2560,-6.3492,0.0140,0.0248,1.4404,0.0198,0.0358,0.6661,8.88,0.154,0.700,0.950,0.0738,0.0662,0.0054,0.00073,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00342
216200,0.0469,0.5379,-6.2815,-6.3972,0.0139,0.0306,1.2688,0.0207,0.0384,0.5455,8.88,0.154,0.700,0.950,0.0628,0.0878,0.0063,0.00098,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00269,0.00220
216400,0.0469,0.5379,-6.2815,-6.3972,0.0145,0.0286,1.6681,0.0149,0.0214,0.7080,8.89,0.154,0.700,0.950,0.0519,0.0845,0.0073,0.00171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00366,0.00195
216600,0.0470,0.5379,-6.2536,-6.2668,0.0129,0.0251,1.3873,0.0145,0.0584,0.5891,8.89,0.154,0.700,0.950,0.0756,0.0837,0.0059,0.00098,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00244
216800,0.0470,0.5379,-6.2536,-6.2668,0.0172,0.0241,1.3023,0.0153,0.0231,0.7336,8.89,0.154,0.700,0.950,0.0794,0.0550,0.0054,0.00073,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00244
217000,0.0470,0.5379,-6.2536,-6.2668,0.0207,0.0294,1.6115,0.0238,0.0304,0.6782,8.89,0.154,0.700,0.950,0.0889,0.0769,0.0044,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00269
217200,0.0471,0.5379,-6.4022,-6.3473,0.0143,0.0306,1.4965,0.0099,0.0193,0.7996,8.90,0.154,0.700,0.950,0.0760,0.0761,0.0059,0.00024,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00269,0.00244
217400,0.0471,0.5379,-6.4022,-6.3473,0.0132,0.0247,1.5869,0.0158,0.0126,0.6717,8.90,0.154,0.700,0.950,0.0903,0.0765,0.0046,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00293
217600,0.0472,0.5379,-6.1916,-6.4768,0.0131,0.0262,1.9779,0.0120,0.0283,0.7231,8.90,0.154,0.700,0.950,0.0886,0.1140,0.0022,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00073
217800,0.0472,0.5379,-6.1916,-6.4768,0.0133,0.0215,1.5640,0.0191,0.0264,0.5286,8.90,0.154,0.700,0.950,0.0727,0.0674,0.0054,0.00073,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00146,0.00269
218000,0.0472,0.5379,-6.1916,-6.4768,0.0140,0.0364,1.6797,0.0250,0.0407,0.5019,8.91,0.155,0.700,0.950,0.0721,0.0715,0.0059,0.00024,0.00122,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00195
218200,0.0472,0.5379,-6.3276,-6.4887,0.0148,0.0262,1.3180,0.0197,0.0188,0.5763,8.91,0.155,0.700,0.950,0.0800,0.0771,0.0051,0.00049,0.00073,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00171,0.00220
218400,0.0472,0.5379,-6.3276,-6.4887,0.0135,0.0260,1.5758,0.0219,0.0273,0.6421,8.91,0.155,0.700,0.950,0.0655,0.0932,0.0049,0.00122,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00122
218600,0.0473,0.5379,-6.5091,-6.4927,0.0158,0.0212,1.6007,0.0204,0.0310,0.6253,8.91,0.155,0.700,0.950,0.0688,0.0749,0.0039,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00171,0.00122
218800,0.0473,0.5379,-6.5091,-6.4927,0.0209,0.0234,1.5695,0.0254,0.0143,0.6217,8.92,0.155,0.700,0.950,0.0809,0.0781,0.0054,0.00073,0.00098,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00146,0.00195
219000,0.0473,0.5379,-6.5091,-6.4927,0.0227,0.0330,1.1205,0.0227,0.0304,0.7137,8.92,0.155,0.700,0.950,0.0741,0.0743,0.0059,0.00073,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00220
219200,0.0474,0.5379,-6.3347,-6.4477,0.0129,0.0330,1.3346,0.0204,0.0214,0.6099,8.92,0.155,0.700,0.950,0.0791,0.0886,0.0037,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00146
219400,0.0474,0.5379,-6.3347,-6.4477,0.0163,0.0244,1.7723,0.0144,0.0235,0.8695,8.93,0.155,0.700,0.950,0.0887,0.1065,0.0037,0.00122,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00122
219600,0.0476,0.5379,-6.4566,-6.4565,0.0165,0.0234,1.0836,0.0259,0.0326,0.8073,8.93,0.155,0.700,0.950,0.0535,0.0668,0.0088,0.00073,0.00098,0.00000,0.00000,0.00000,0.00000,0.00098,0.00000,0.00342,0.00293
219800,0.0476,0.5379,-6.4566,-6.4565,0.0132,0.0177,1.8181,0.0144,0.0154,0.6252,8.93,0.155,0.700,0.950,0.0873,0.0683,0.0051,0.00024,0.00122,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00195,0.00171
220000,0.0476,0.5379,-6.4566,-6.4565,0.0166,0.0247,1.4534,0.0177,0.0405,0.6235,8.93,0.155,0.700,0.950,0.0803,0.0637,0.0068,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00293,0.00342
220200,0.0477,0.5379,-6.4233,-6.5937,0.0149,0.0175,1.4459,0.0156,0.0242,0.7501,8.94,0.155,0.700,0.950,0.0651,0.0826,0.0063,0.00098,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00195
220400,0.0477,0.5379,-6.4233,-6.5937,0.0132,0.0312,1.2856,0.0210,0.0351,1.0102,8.94,0.155,0.700,0.950,0.0686,0.0661,0.0059,0.00122,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00195
220600,0.0479,0.5379,-6.5331,-6.4134,0.0097,0.0266,1.8024,0.0187,0.0213,0.7733,8.94,0.155,0.700,0.950,0.0750,0.0868,0.0049,0.00146,0.00073,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00146,0.00146
220800,0.0479,0.5379,-6.5331,-6.4134,0.0201,0.0279,1.5461,0.0226,0.0262,0.6174,8.94,0.155,0.700,0.950,0.0797,0.0394,0.0063,0.00024,0.00171,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00171,0.00244
221000,0.0479,0.5379,-6.5331,-6.4134,0.0172,0.0283,1.4128,0.0210,0.0435,0.6672,8.95,0.155,0.700,0.950,0.0882,0.0820,0.0049,0.00122,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00195
221200,0.0481,0.5379,-6.3306,-6.4339,0.0126,0.0150,1.5957,0.0256,0.0363,0.6371,8.95,0.155,0.700,0.950,0.0833,0.0978,0.0044,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00195
221400,0.0481,0.5379,-6.3306,-6.4339,0.0192,0.0244,1.4020,0.0150,0.0331,0.5848,8.95,0.155,0.700,0.950,0.0767,0.0452,0.0071,0.00024,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00269
221600,0.0483,0.5379,-6.5358,-6.4052,0.0248,0.0238,1.5540,0.0145,0.0321,0.7383,8.95,0.155,0.700,0.950,0.0824,0.0883,0.0051,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00244,0.00195
221800,0.0483,0.5379,-6.5358,-6.4052,0.0117,0.0182,1.1139,0.0124,0.0188,0.8082,8.96,0.155,0.700,0.950,0.0702,0.0669,0.0054,0.00049,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00195
222000,0.0483,0.5379,-6.5358,-6.4052,0.0179,0.0363,1.4740,0.0171,0.0258,0.7016,8.96,0.156,0.700,0.950,0.0710,0.0609,0.0063,0.00073,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00317
222200,0.0486,0.5379,-6.4821,-6.3562,0.0193,0.0276,1.4229,0.0228,0.0314,0.7296,8.96,0.156,0.700,0.950,0.0779,0.0666,0.0051,0.00024,0.00073,0.00000,0.00000,0.00000,0.00000,0.00049,0.00000,0.00122,0.00244
222400,0.0486,0.5379,-6.4821,-6.3562,0.0145,0.0230,1.4719,0.0243,0.0363,0.6896,8.97,0.156,0.700,0.950,0.0925,0.0793,0.0056,0.00098,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00293
222600,0.0488,0.5379,-6.2801,-6.4109,0.0130,0.0254,1.7645,0.0165,0.0259,0.6895,8.97,0.156,0.700,0.950,0.0723,0.0524,0.0076,0.00098,0.00171,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00146,0.00317
222800,0.0488,0.5379,-6.2801,-6.4109,0.0172,0.0318,1.2898,0.0232,0.0153,0.7046,8.97,0.156,0.700,0.950,0.0647,0.0785,0.0061,0.00073,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00098
223000,0.0488,0.5379,-6.2801,-6.4109,0.0152,0.0258,1.5202,0.0205,0.0153,0.8418,8.97,0.156,0.700,0.950,0.0793,0.1002,0.0044,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00195
223200,0.0490,0.5379,-6.3839,-6.3709,0.0106,0.0236,1.3834,0.0133,0.0330,0.7709,8.98,0.156,0.700,0.950,0.0722,0.0714,0.0059,0.00049,0.00098,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00195,0.00220
223400,0.0490,0.5379,-6.3839,-6.3709,0.0117,0.0252,1.5283,0.0230,0.0285,0.8271,8.98,0.156,0.700,0.950,0.0764,0.0602,0.0073,0.00073,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00439
223600,0.0493,0.5379,-6.4677,-6.4601,0.0188,0.0193,1.3285,0.0277,0.0345,0.5556,8.98,0.156,0.700,0.950,0.0611,0.0695,0.0081,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00366,0.00366
223800,0.0493,0.5379,-6.4677,-6.4601,0.0170,0.0261,1.4043,0.0222,0.0273,0.6136,8.98,0.156,0.700,0.950,0.0690,0.0767,0.0054,0.00098,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00195
224000,0.0493,0.5379,-6.4677,-6.4601,0.0212,0.0374,1.2705,0.0274,0.0444,0.5727,8.99,0.156,0.700,0.950,0.0641,0.0601,0.0081,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00049,0.00000,0.00342,0.00366
224200,0.0495,0.5379,-6.4263,-6.4386,0.0196,0.0379,1.2467,0.0177,0.0125,0.6540,8.99,0.156,0.700,0.950,0.0853,0.0806,0.0051,0.00073,0.00049,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00146,0.00220
224400,0.0495,0.5379,-6.4263,-6.4386,0.0181,0.0232,1.6308,0.0167,0.0189,0.6047,8.99,0.156,0.700,0.950,0.0731,0.0845,0.0056,0.00073,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00220,0.00220
224600,0.0498,0.5379,-6.3310,-6.5371,0.0202,0.0260,1.2952,0.0179,0.0187,0.6861,8.99,0.156,0.700,0.950,0.0827,0.0710,0.0054,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00122,0.00366
224800,0.0498,0.5379,-6.3310,-6.5371,0.0182,0.0181,1.7945,0.0224,0.0357,0.7368,9.00,0.156,0.700,0.950,0.0900,0.0933,0.0039,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00220
225000,0.0498,0.5379,-6.3310,-6.5371,0.0153,0.0148,1.8043,0.0193,0.0331,0.6833,9.00,0.156,0.700,0.950,0.0781,0.0885,0.0034,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00098
225200,0.0500,0.5379,-6.4704,-6.4497,0.0148,0.0347,1.4954,0.0213,0.0292,0.7151,9.00,0.156,0.700,0.950,0.0824,0.0938,0.0044,0.00073,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00195
225400,0.0500,0.5379,-6.4704,-6.4497,0.0139,0.0223,1.6690,0.0157,0.0169,0.8089,9.01,0.156,0.700,0.950,0.0697,0.0933,0.0054,0.00146,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00122
225600,0.0503,0.5379,-6.4753,-6.3113,0.0195,0.0356,1.5584,0.0197,0.0243,0.5393,9.01,0.156,0.700,0.950,0.0740,0.0956,0.0046,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00146
225800,0.0503,0.5379,-6.4753,-6.3113,0.0130,0.0265,1.4810,0.0197,0.0206,0.6439,9.01,0.156,0.700,0.950,0.0541,0.0724,0.0068,0.00073,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00317,0.00195
226000,0.0503,0.5379,-6.4753,-6.3113,0.0156,0.0338,1.4270,0.0184,0.0146,0.7380,9.01,0.157,0.700,0.950,0.0802,0.0822,0.0046,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00220
226200,0.0506,0.5379,-6.3126,-6.4905,0.0155,0.0268,1.5186,0.0182,0.0292,0.5784,9.02,0.157,0.700,0.950,0.0574,0.0788,0.0063,0.00049,0.00049,0.00000,0.00000,0.00000,0.00000,0.00049,0.00000,0.00293,0.00195
226400,0.0506,0.5379,-6.3126,-6.4905,0.0140,0.0255,1.5574,0.0237,0.0274,0.6127,9.02,0.157,0.700,0.950,0.0727,0.0977,0.0042,0.00098,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00098
226600,0.0508,0.5379,-6.4598,-6.3462,0.0161,0.0202,1.6496,0.0207,0.0212,0.5783,9.02,0.157,0.700,0.950,0.0821,0.1037,0.0034,0.00073,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00073
226800,0.0508,0.5379,-6.4598,-6.3462,0.0159,0.0215,1.3543,0.0177,0.0217,0.6187,9.02,0.157,0.700,0.950,0.0674,0.0452,0.0078,0.00049,0.00122,0.00000,0.00000,0.00000,0.00000,0.00024,0.00024,0.00220,0.00342
227000,0.0508,0.5379,-6.4598,-6.3462,0.0096,0.0217,1.6085,0.0186,0.0570,0.6502,9.03,0.157,0.700,0.950,0.0829,0.0884,0.0046,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00146,0.00220
227200,0.0511,0.5379,-6.4736,-6.4311,0.0134,0.0273,1.4500,0.0171,0.0204,0.6050,9.03,0.157,0.700,0.950,0.0739,0.0720,0.0066,0.00122,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00171,0.00342
227400,0.0511,0.5379,-6.4736,-6.4311,0.0133,0.0290,1.5944,0.0198,0.0209,0.7710,9.03,0.157,0.700,0.950,0.0839,0.0782,0.0054,0.00049,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00317
227600,0.0515,0.5379,-6.5591,-6.4332,0.0197,0.0350,1.2687,0.0272,0.0164,0.6122,9.03,0.157,0.700,0.950,0.0655,0.0771,0.0061,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00000,0.00269,0.00244
227800,0.0515,0.5379,-6.5591,-6.4332,0.0113,0.0264,1.5619,0.0161,0.0198,0.6442,9.04,0.157,0.700,0.950,0.0816,0.0939,0.0044,0.00073,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00171
228000,0.0515,0.5379,-6.5591,-6.4332,0.0105,0.0216,1.7352,0.0168,0.0239,0.6667,9.04,0.157,0.700,0.950,0.0728,0.0628,0.0071,0.00098,0.00024,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00220,0.00366
228200,0.0518,0.5379,-6.4384,-6.4663,0.0146,0.0326,1.5535,0.0209,0.0234,0.6204,9.04,0.157,0.700,0.950,0.0799,0.0938,0.0034,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00073
228400,0.0518,0.5379,-6.4384,-6.4663,0.0151,0.0319,1.6141,0.0346,0.0162,0.6104,9.05,0.157,0.700,0.950,0.0725,0.0871,0.0054,0.00073,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00220
228600,0.0522,0.5379,-6.3973,-6.5298,0.0132,0.0314,1.4745,0.0271,0.0260,0.6404,9.05,0.157,0.700,0.950,0.0574,0.0425,0.0066,0.00024,0.00122,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00293,0.00195
228800,0.0522,0.5379,-6.3973,-6.5298,0.0146,0.0172,1.4571,0.0243,0.0372,0.5900,9.05,0.157,0.700,0.950,0.0742,0.0685,0.0066,0.00098,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00342
229000,0.0522,0.5379,-6.3973,-6.5298,0.0220,0.0286,1.5291,0.0197,0.0179,0.7938,9.05,0.157,0.700,0.950,0.0821,0.0403,0.0054,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00195,0.00269
229200,0.0525,0.5379,-6.5378,-6.3500,0.0158,0.0231,1.5353,0.0208,0.0218,0.6960,9.06,0.157,0.700,0.950,0.0697,0.0858,0.0046,0.00024,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00195
229400,0.0525,0.5379,-6.5378,-6.3500,0.0150,0.0241,1.7047,0.0171,0.0201,0.7892,9.06,0.157,0.700,0.950,0.0567,0.0557,0.0073,0.00122,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00269,0.00244
